"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00059",0,0.01,0,0,0,0,0,0.12,0,0.01,0,0,0,0,0,0,4718,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0.01,0,0,0,0,0,0,0,0.7,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0
"Otu00436",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00358",0,0,0.01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0
"Otu00629",0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,5,0,0,0,0,0,0,0
"Otu00042",0,288,0.15,0.07,0.45,1,5.82,8,70,39,10,264.58,0.01,2.64,10,12,4,3.62,121,93,0.07,3.45,3,14,12,6.59,23,55,7,6,19,185,0.05,3,72.35,5,13,37,1,18,144,26,1.01,5,17,26,1.09,14,91.12,1.41,9,249,35.67,126,0.78,319,2,16,93,48,447,39,9,137,0.06,0.01,4,1,4,0,97,49,0,6,6,0.05,5.83,0.01,0,8
"Otu00069",0.83,193,0.01,1.1,5,0,0,0,0.08,0.02,0,0,128,0.06,0,1,0.24,1412,0,0,0,7.29,1,0,0,2,0,0.84,0,24,0,0,0,0,0,0.01,822,0.02,0,0,0,2.72,0.04,0.61,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0.09,59,0
"Otu00118",1,33,40,4,2,0.02,1,2.35,17,25,0.8,6,28.57,0.14,3,0.24,12.79,46,0.18,4,0,2.66,16,31,2,0.38,11,0,1,16,17,0,2,0,0.03,3,0,0.29,0.01,0,84,2,27,4.38,4,34,0.43,2,0.32,0.05,1.16,7.54,6,12,19,20,1,1,0,3,0.46,0,1,2,2,9.29,4,0.03,0.22,9,0,3.9,2,3,0.99,0.01,5,1,1.43,0
"Otu00496",1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.01,0,0.03,0.02,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,3,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0.05,0,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"Otu00061",2,0.51,0,0.68,8,0.01,0.01,0,0.04,0.01,0.02,0,5,0,5,0.01,0,0.24,0,5,0,0,4,0.06,0,8,4,0,0,0.01,0,0,1,0,0.01,0,0,0,0.01,0,0,0,0.13,1,0.03,0,2,0,2,0,7,0,0.77,0,2,0.01,162,0,0,0,10,0,0,72,1,30,0.01,0,0.01,0.07,0,0.01,11.69,0,0,0,0.26,0.01,2.51,0
"Otu00240",25,21.69,2,0.3,1,0,0,0,0,0,0.31,0,4,0,0,0,0,2,14,0,6,69,6,0,0.02,0.11,0,0.08,3,0,2,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0.05,0,0,0,0,3.78,0,0,0.83,0,0,0,0,0,0,0,0,0.06,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00345",0,0.01,0,0,0,4,0,0,0,0,0,0,0.19,0,0,0,0,11,0,0,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00049",0,47,0,0,0,0,0,1,0.09,33,0.14,3,0,0,18,0,0,0.54,0,0,5,12,0.01,0,0.74,0.02,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,48,0.15,5.27,0,0,0.09,0,0,0.06,0.02,5,0.01,0,37,0,0.03,0,0,0,0.01,0,0.03,0,0.76,0,0.03,0.01,0,2,0,0,0.25,0,0,0,0,0,0.49,0
"Otu00441",0,0,0,0,0,0,0.01,0.01,0,0,0.41,0.13,0,0,0,0,2,0,0,0,0,0,0,0.58,0.01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.02,0,0,0,0.01,0,0,0,0.09,0,0,0,2,0.06,0.03,0,2,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,1,0.04,0,0,0,0,0
"Otu00174",0.12,0.52,2,2,0.48,0,4,0.01,0,0.01,0,0,4,2,1.06,0.89,1,0.06,0,0,2,0,6,1,0,44,0.02,0,0,0.32,0,0,0.01,0,1.03,0.02,0,0,1,0,0,0,7,0.01,0.01,0,0,0.01,0.01,0,21,47,0.01,0,0,2,16,0.04,0,0.03,0.03,0,0.02,0,0,0.01,0,0.02,0,0,0,0.05,0,0,0,0.01,0.02,0.27,0.17,0
"Otu00282",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00155",0,10,0,0,0.01,0,0,0,0,0.05,0,0,0,0,0,1,0,0.07,0,0,0,0.01,0.01,0,0.02,143,0,0,0,0.1,4,0,0,0,0,0,0,0,0,0,0,0.01,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.04,0.29,0
"Otu00032",1011.87,0,58.04,74,258,4,1129,2,0.14,35,0,65,1002,105,13,91,0,0.47,2,0,125,0,0.05,0,3,3.66,0.06,0.03,0.07,5.38,0,0.02,64,0,0.04,32,0,46,18,4,503,0,47,0.02,0,24,0,0.27,0,28,0,0,0,0,0.03,0,0,246,12,0.09,0.03,0,0,0,0,74.68,0.04,128,2,0,0,195,0,0,0,0.14,0,0.02,0,0.04
"Otu00255",0,0.06,0.01,0,0.01,0.02,1,0,0,4,0,0,0,0,0.02,0,0,0,0.08,0.09,0,0,2,3,0.01,0.01,0.03,0,0,0,0,1,0,0.01,0,0,0,0,0,0,109,0,0.02,0,0.02,0,0,0,0,0.02,0.21,0,0,0.07,0,0.06,0,0,0.03,0,0,0.01,2,0,0,0,0,0.02,0,0,6,0.17,0,0,0.02,0,0,0,0,0
"Otu00133",0,0.01,469,0,0.01,0,0.01,0,0,0.02,0,0,0.01,0.16,0,2,0,0.01,0,0,0,0,0,0,0.01,1,0,0,0,0.04,0,0,0,0,0,0.02,0,0.04,2,0,1,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.08,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.11,0,0.08,0.03,0
"Otu00209",0,0.06,16,6,0.31,19,0,0,0,0,0,0,0,0.09,0,0.06,0.05,0.01,0,0,5,0,2,0,0,0,0,0,0,10,0,0,3,0,0,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.11,0.06,0,0,0,1,0,0.08,0,0.01,0.02,0,0,0,0,0.95,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00163",0,0.04,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,1,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.29,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00364",0.13,0.14,0.03,1,1,1,0,2,3,0.07,0.06,0,0,0,0.02,0,14,0.1,0.02,0.09,3.56,2,1,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0,0,0.03,1,0,1.61,0,0.01,0.07,0,2.48,16,0.03,0.08,0,0,0,2,0.01,0,0,0,3,0.01,0,0,0,0,0,0.02,0,1,0,0,0
"Otu00595",0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.01,1,0,0,0,0,0,0,0,0,8,0,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0.18,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1,0.01,0.08,0
"Otu00010",17,7,135.28,98,105,119,11,0,0.96,260,11,30,194,63,10.69,982.53,24.36,48,13,1351,103,33,108,2,7,16,74,9,0,188,0,23,188.32,517,0.07,24,0.43,3,797,5,30,0,10,0.09,2,0.17,27,6,0,4,49,1,38,0.09,668,3,11.88,4,12,4,44,257.04,3,491.8,4,4,0,1996,110,371.18,12,24,605.93,3,80,0.72,52,77,882.66,300
"Otu00449",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00141",8,0.01,0.57,37,40,0,0.01,0,0.01,58,0,0,0.61,170,0,2,0.05,1,0,0,0.01,0.01,0.1,0,0.01,23.7,0,1,0,3,1,0,0,0,0,0.07,3,0.26,1,0,0,0.54,0.01,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,7.57,0.13,0,0,0,0,0,0,0,0,8,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0
"Otu00166",0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.09,0,0,0.01,0.24,0,0.02,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,2,0,0,0,0.02,2,0,0,0.03,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0
"Otu00261",4,8,0,0,0,2,0,0.55,2,0,0,0,0.43,0,0.03,0,0,15,0,0.02,0.03,0.33,0.03,0,0,0.06,0,0,0,0,0,0,1,0,1,0,0,0,0.01,0,0,1,0,0.1,0,0,0,0,1,0,0,8,5,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0.33,0,0.02,0,0.2,0,0,0,0,0,0,0.02,0,0,0
"Otu00547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00328",0.05,7,0,0.18,2,0,0.01,1,0.09,0,0,0,0,0,0,0,0,2.73,0,0,0,0.01,1,0,0,0,0,2,0,0,0,20,6,0.04,0,0,0.17,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.15,0,0,0.02,0,0,0,1.85,0.01,0,0,0,0.29,0,0,0,0,0,0,0,0,0
"Otu00173",0,0.58,0,0,0.18,0.02,0,7,2.81,0,0.08,2,0,0,0,0,33,0,0,0,0,0,42,100,1.33,0,10.76,0.15,0,0,2,0,0,0.44,0,0,1,0,0,0.01,0,0.34,0,101,36.53,0,0,3,2.08,0,0.3,0,1.8,0,0.02,0.09,88,0.05,0,11,0.04,0,0,0.47,4,0,0.07,0,3,0.03,0.07,0,0,7,21,0,16,0,0,0
"Otu00160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu00120",0.13,5,0.32,6.89,2,0,1,1.35,5,0,7,0,0.67,2,0.01,2,2,22,0,0.01,0,9.55,3,0.01,0,0.2,0,0.12,1,76,5.96,0,0.01,0,0.06,0.02,2,2,0.06,0,0,0.05,0.45,37,78,0.23,0.09,0,1,0,0.08,3,1,1,0,0.02,5,0.08,0,0,0,60,0.01,0.01,0,0,1,0,0,0.07,0,0.02,0,0,0,0.02,0.15,0,0,0.01
"Otu00008",9,0.16,2.13,1928,251,0,0,291,2,13.33,0.04,849,0.04,134,0,23,16,0.47,0,0,0.02,0,0.08,568,91,2,19,0,4,121,19.47,0,0.04,0,0,97,0,116,3,0,0.1,0,0.03,0.1,8,30,0,262,2,3.82,0,0.02,0.02,1,0,0.05,95,932,0,6.15,0.02,0,0,1,0,0,1,0.03,1,0,0,0,0,0,0,290,1592,6,0.28,0
"Otu00116",0.01,10,0,0,0.05,23,0.12,223,11.36,12,0.11,0.22,3.98,0,8,0.01,0.01,8,0,0,0.14,0.26,250,0.69,2,1,421,0,0,0.41,0.02,5,0.09,0.02,8.14,0,0,0,0,0,0,0,7,3,0.06,0,0,0,3,4,16,5,0,0,0,0.01,0,0,0.07,0,0,0.03,0.01,0,0,0,24,0.22,0.05,0,0.14,0,0,0,0,5,0,12,0.24,0
"Otu00286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu00501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00463",0,0,0.05,2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0
"Otu00067",29,0.18,2,9,0.02,0,0,0,0,1.69,0.05,19,0,0.01,0,0,0,0,0,0,0,0,0.01,17.78,7,0.12,45,0,14,0.01,21.55,0,0,0,0,2,0,0.07,0.19,0.14,0.02,0,0.01,4,0.61,10,0,10,0,0,0,0,0,2.71,0,0,0,25,0.15,24,0.06,0,0,3,0,0,0.56,10,15,0,0,0,0,0,0,0,0.61,0,0,0
"Otu00438",1,0,3,0.01,0,0,1,0,0.01,0,0.04,1,0.04,0,0.01,0,0.38,0,0,0,0,0,0,0.01,0.14,0.03,0.02,0.03,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0.03,1,0,0,0,0,0,0,0,1,0.06,0,0,0,1,0,0.02,0,1,0.02,1,0.01,0,0,0,0,0,0,0,0,0.02,0,1,0.04,0,0,0,0,0
"Otu00600",0,0,0,0,0,0,0,1,2.64,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0.02,0,0,0,0,0.01,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0,0
"Otu00006",1335,498,1567.22,952,40,0.12,2,64,336,324,0.23,0.01,598,76,316,967.2,300,617,159,43.02,4.82,35,131,0.62,0.41,2182,2.23,806,150,227,2788,0,0.11,0,64,211,471,32,25,9,0.09,305,660,206,109,383,3,710,240,238,519,1362,0,366,2,720,1800.07,0.97,0.04,0,2,19,224,9.44,0,0,387,1,5,0,0,0.41,7,0.01,0.12,89,47,15,20,41
"Otu00355",0,1,0.03,0,0,0,0,13,3,0,0.12,0,0,0,2,0,0.08,0.03,0.12,4,0.05,8,0.03,0.01,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,2,2,0,0,0,4.62,0,0.14,0.09,2,15,0,1,3,0,0,0,0.02,1,4,0.05,0,0,0.14,0,0,0.11,0,0.01,0,0,0.03,0,0.11,0,0,0
"Otu00586",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0.01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.93,0,0,0,0,0,0,0
"Otu00323",0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.04,0,0.05,0,0,0.01,1,0,0,0,0.03,0,0,1,0,0,0,0,0,0,0,0,0.04,0,2,3,0.03,0,0,0,0,0,0,16,0.03,0,0,0,0,0.01,0,3,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0.03,3,0,0,1,63.39,0,0,0,0,0.01,0.12,0
"Otu00287",0.01,8,1,0,0.06,0,0.01,0.01,0,0,2,0,6,0,0,0,7,31,0,0,0.17,52,4,0,0,0,0,1,1,0,2.26,0,0,0,0,0,0.11,0,0,0,0,0,0.01,4.46,0,0.03,0.05,0,0,0,2.8,0,0,2,0,0.03,0.14,0,0,0,0,0,0.42,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00313",0,0,0.11,2,0.01,0.02,0,0.01,0,0,0,0,0,0,0,0,10,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.17,0.04,0,0,0,0,0,0.02,2,0,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0
"Otu00339",0.26,5,7,0.22,3,0,0,0,0.01,0,0,0,2,0,0,0,0.04,1,0,0,0,0.11,0.2,0,0,0,0,0.05,1,0,2.26,0,0,0.06,0,0,3,0,0,0,0,0.07,0.01,0.13,0,0.03,0,0,0,0,0,0,0.01,7,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0.04,0,0,0,0.02,0,0,0.04,1,0,0,0,0,0
"Otu00266",0,0.01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0.02,2,0,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,18,0,0,0,0.01,0,0.02,0,1.3,0,0,0,0,0.03,0,0,0.02,0,0,0.01,0,0,0.02,0,0,0.02,67,0,0,0,0,0,0,0
"Otu00046",63,57,110,43,10,39,109,61,231,3,39,2.88,39,1,144.32,14,4,60,40,601,18,110,9,2.79,0.01,142.47,27,1,1,3,7.73,12,115,41,17,24,1.65,2.59,1,2,21,0.16,8,61,3.83,55.97,68.66,18,25,27,42,14,276.11,32,251,60,273,147,1,34.25,21,9,23,85,7,56.67,7,12,1,0.64,3,241.67,0.49,8,16,7,7,0.08,1.42,1
"Otu00034",13.04,200,24,13,32,30,247,61.05,84,1.97,154,66,5,0.96,29,2,5,221,71,21,141,221,45,377,42,74,68,3,9,64.06,131,65,168.27,41.6,5,4.68,1221.75,0.61,1,0.16,18.97,1,10,57,201,4,1910.7,18,30,0.01,278,14,404,131,633,283.11,304,69,423,4,11.27,45.89,108,409,612.91,3,253,3,2,36,47,1,3,46,25,0.41,217,5.29,186,6
"Otu00341",0,4,0,0.02,0,0,0,10,0.39,0,6,0,0,1,0,0,6,0.06,0,0,5,45,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.09,0,0.01,0,1,0,0,0,0,0.17,0.12,0,0,0,0,0,0.17,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00661",0,0.01,0,0,0,0,0,4,1,0,0,0,0.05,0,0,0,0,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00725",5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00245",0.01,0,0,0.04,0,0,0,0,0,0,0.08,0.24,0,43,0.02,0.03,0,0,0.02,0.09,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.06,0,0,0,0,0,0,2,0,0,0,0,0.02,0,0,0,0,0,8,2.1,0,0,0.01,0,0
