"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00018",0,0,0.01,0,2,0.03,0,0,0,0,0,0.01,0.05,0,0.07,0,0,0,0,0,0.02,0,0,0,210,0.14,0,111,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.01,0,0,5,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.42,37,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,6
"Otu00113",0.02,77,2,14.09,1,35.88,21,1,4,38,0,1,22,50,54,0,38.73,0.03,0.08,0,24,7,45.79,210,2,1,0.39,0.26,10,0.28,0.49,5,4,1,6.32,2,19,0,0,0.04,0,4,2,0.44,0.02,0.79,0,1,1,0.17,3.79,0.01,158,0.2,0,0.01,32,0.13,0,0.04,0,0.17,0,0.01,16,0,0,0.01,0.04,11,0.03,0,2,0.05,0.04,1.06,2,0,0,0
"Otu00141",0.82,0.03,0.02,37,0,0.03,35,0.03,3,58,0.06,0.01,0,170,3,2,0.01,0,1,0,0.05,1.47,0,0.01,0.05,0.03,0,1,0,3,1,0.01,0,0,0.01,1.21,3,0,1,0.01,0,0,2.62,0,0,0.22,0,0.07,0,0.02,0.03,0,0,3.11,0,0,0,0,0,0.03,0,0.07,0.13,0,0,0,0.01,0,0,0.18,0,0,0,0,0.01,3.75,0.01,0.57,0,0
"Otu00247",0,0.01,0.01,0.11,0.01,0,2,0.01,0,0,0.01,0,0,0,0,0,1,0,0.02,8,0,2,0,0,0,0.02,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.17,0,3.36,0,28,0,0,0,0.08,0,0,0,5,0,0,0,0.08,0,0,0,0.49,0,0.03,0.01,0,0,0,0.02,0,0.22,89,0,0,0,0,0,0,0
"Otu00054",136,0.19,0.03,830,3,2,9,208,1.59,1,144,1,23.21,0.05,8.16,31.46,2,18,15,1077,4,57,2,23,2,0.04,0,0,0,29,0.14,0.01,0,0.5,0.01,11,2,0.38,31,0.65,508.05,0.12,35.03,0,0.01,0.06,206.49,0,0.09,0.01,1016.04,0.05,2.25,0.12,2,90,0,0.02,216,1,1,4.89,0.01,0.05,1,0.01,6,3,0,29,1,571.9,0,0.01,29,0,14,2,3.15,8
"Otu00373",0.01,0.01,0,0,0,1,0.05,0.02,0,0,0.54,0,0,0,2,0,0,0,0,11.81,0.01,0,0,0.01,0.04,0,6,0,0,0.08,0,0,0,0,0,0.11,0,2,0.01,0,0.01,0.01,0.01,0,2,0,2,1,0,0,0,0.01,0.01,0.03,2,0,0,0.13,0.05,0,1,0,0.1,0.05,0,0.05,0,0,1,0,1,4,6,0,0.21,0,0,0,0,0
"Otu00627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00432",0.01,0,0,0.03,2,0.03,0,0,1,0,0.01,0.01,0.05,0,0,0.15,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03,0,0,0,0,0,3,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,1,0.39,0.01,0,0,0,0,0,0.01,0,0
"Otu00266",0,1,0.02,0.06,0,0,1,0.01,0,0,3,0,0,0,0,0,0,0,0,11,0,0.01,0.01,7,0,0,35,0,0,0,0,0,0,0.03,0,0,0,2.17,0,0,0,0,0.01,0,14,0,18,0,0,0,0.03,0,0,0,0.34,0.04,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.66,67,0,0,0,0.03,0,0,0
"Otu00098",0.08,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00413",0,0,0,0,0,0,0,0,0,0.04,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0
"Otu00005",174,266,386,0.05,303,255,2.91,89,187,674,117,99,543,630,158,328.1,0,132,3.11,18,47,0.31,19,34.19,14,7.61,5,28.21,67,632,104,2,84,6,318,488,235,237,25,0,1148,437,0.04,127,639.12,30,224.19,281,0.06,2342,1103.16,2,54.43,273,0.71,109,5,67,3,994,0.07,898,0.45,1,0.02,2.5,1,10.66,8,0,0.13,1,1,5.37,86,35,432,30,2,1
"Otu00035",47,490,100,0.47,47,249,9,74,0.06,2304,0.51,27,50,39.79,72,20,13.48,10,165.44,0,199.25,20,0.26,46.47,2,1,0,0.2,22,556,7,0.13,0,0.01,5,9,8.13,0,7,0.02,0,85,0.02,0.01,0,43,0,0.16,1,84,0,0,0.01,4.17,0,0,5,0,1.73,1030.96,0,5,0,0,79,0,0,0.29,0,2,0.01,0,0,5,24.47,0,0,30,2,0.01
"Otu00060",122,42,21.16,3,2,9,23,13.29,9,0.14,25,27.46,3,28,1,16,1,33,186.19,0.03,35,0.05,2,905.06,22,0.83,0.16,6,0.01,25,2,4,29.55,5,7,2,18,0.13,1.51,2,818.31,0.08,2,14,0,0.07,0,4.51,144,80,26.48,17,58,0.44,0,2,8,0,0,16,51,7,10.05,134,8,1,485,0.18,0.01,5,23,0.7,0,23,48.29,1,16,0.02,0.28,1
"Otu00204",0.04,0.03,0.03,0.39,1,1,0.77,0.6,0.02,2,18.94,0.01,0.05,0,1,0,5,0.07,0.01,8,0.51,5,0,0.03,0.03,0.03,15,0,0.01,0.16,0,1,0.84,0.03,0,7,0,4,0.02,4,2,1,0.19,0.14,10,0.01,17,0,2,0,3.34,0,0.45,1.8,1.8,0.01,0.46,0,0,1,0.47,0,0.35,1,8.08,41.32,0,0.44,0,1,6,7,18,0.02,1.36,0,1,0,0,0
"Otu00107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,4,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"Otu00006",1335,498,1038,952,40,49,2,64,336,324,598,13,598,76,1.06,102,212.27,617,159,2.91,31.97,35,1.85,0.01,12.37,2182,475.51,806,150,227,2788,1,0.24,1,64,0.09,471,32,540.49,9,12.73,305,660,206,109,383,3,710,0.01,238,519,1362,7.78,366,2,720,0,26.09,354.21,105,2,0.7,224,0.03,0.1,0.02,387,0,4.66,1,0.64,0.01,7,29.38,296.59,89,47,15,20,41
"Otu00574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00055",9,244,505,2.14,1,38,0.5,0,1.4,234.52,20,9.94,92,92,0,0.11,13,16.13,0.54,0,0.33,0.07,0.15,0,0.01,145,0.73,169,2,25,1.03,0,0,3,30,0.04,211.77,2,0.01,0.15,0,3.26,65,0,1.43,13,0.03,0.07,0,17.74,0,0,0.04,5.49,0,3.9,0,0,0,131,0.01,10,10,0,0.05,0,0.41,0,0,0,0.01,0,1,0,2.84,4.03,0.04,0,0,0.01
"Otu00057",320.45,194,62.12,3,1,21,14,20,102,3.56,2,78,38,64,9,5,2,22,31,0.24,10,13,3,2,5,284,0,56,0.14,138.8,0.49,0.03,0,0.03,30,1,42,4,2,1,0,16,16,0.2,0.22,0.3,0,0,0,5,4,0,9,47,0,44,0,0.02,0,10,0,5,3.67,0,0.16,0.01,0.06,0.01,0,1.04,0,0,0.01,0,85,27,27,0.01,1,0
"Otu00754",2,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00211",28,0.97,7,0,0.16,0.01,0,2,0,1.7,0,1,1,1.17,0.02,0.03,0.01,0.08,71,0,0,29,0.01,0,0.01,16,0,0.02,1,0.02,18,0,0,0,0.17,0,0.02,0,0.24,0,0,0.23,0,0,0,0.13,0,0.28,0,0.02,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0
"Otu00190",1.18,0.21,4,1,0,0,5,0,0.01,12,1,0,0,6,0,1,1,0,1,0.07,0,12.22,0,0,0,0.11,0,0.53,0.14,2,5,3,2,9,3,0.03,1.27,0.57,1,2,0.05,0.12,3.34,4,0,1,0,6.93,0.01,3,0,0.37,0.11,5,0,3,0.01,0,0,0.02,0,0.22,0,0,0.28,2,0,0,0,0.37,3.29,5,0,0.21,0,0.85,0.02,1.87,0,0
"Otu00438",1,0.34,3,2,0,0,1,0,0.02,1.01,0,1,0.06,0.13,0,0,0.03,0.18,0.48,0,0,0,0,0,0,0.06,0,0,0.03,0.12,0.01,0.01,0,0,2,0,1,0,0.01,0,0,0.13,1,0,0,0.09,0,0,0,0.54,1,0,0,0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0
"Otu00021",1,3.61,906,0.03,0.08,0,0.06,0.63,0.04,985.07,0.01,0.01,0.04,554,0.06,2.18,42,238,0,0,0,0.1,0,0,175,2,12,1.96,1.95,0.02,767,0.01,0,0,0.44,0,0.39,0,11,0,0,0.74,0.05,0,0.07,0.49,0,2.49,0,0.01,0,0,0,0.2,0,0.17,0,170,0,140,0,0.38,0.39,0,0.52,0,0,0,0,0,0,0,0.02,0,0.55,8.12,0,41.91,30,0
"Otu00528",0,0.13,1,0.11,0,0,0.11,5,0,0.12,0,0,0,0.01,0.02,0,4,0,0,0,0,0.03,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00412",1,4,2,0,0,0,0,0.03,0,0.19,0,0.01,0.06,0.01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.03,0,0,0,0,0,1,0,0,0,0.02,0,0,0.03,0,0,0,0.03,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"Otu00503",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00305",0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,0.01,0.01,5,0,0,0,0,0,0,0,5,1.03,0.17,0,0.05,0,0,0,0,0,0,0,39,0,0,0,0.01,2,0,0,0.81,0,0,0,0,0.05,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0.01,0,3,0,0,0,0,0,0
"Otu00138",13,7,147,1.06,1,0.07,0.3,0,0.02,32.41,25,0.34,1.54,3,0,4,19,0.02,0.02,0.17,0.02,0.06,0,0.15,0.01,1.64,7,0.96,9,0.03,25,0.02,0,0.09,2,0.04,3,12,0.38,0,0.2,2,3,0,5,0.22,0,2,0.16,83,0.12,0,0,0.22,0,0.11,0,1,0.28,0,0.01,0,0.53,0,4,0,1,1,0.07,0,0.01,0.02,14.26,0.01,0,0.1,0.07,2,0,0.01
"Otu00081",82,4.3,0.04,1,13.23,14,1,0,120,63,28,32,20,2,0.01,7,6.36,165.29,123.5,0.03,4,1,26,600.31,0.06,0.31,248,2,0,78.38,0.3,4,0.85,113,8,0,7,3,0.02,27,0.71,0.22,3,6,40.22,1.05,0.03,0.53,1.61,33,8.68,5,75,9,0,2,0,0.01,0,0.35,61.24,0,86,3.22,5,1,0.08,0,0,4,14,0.6,1,5,3,1,25,0,4,0
"Otu00431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,9.64,0,0,0,0,0,0.11,0.01,0,0,0,0,0,0,0.06,0,0,0,11,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.01,0,0,0,0,0,0.13
"Otu00478",0,1,0.11,0.01,0.01,0,0.02,0,0,5,0.01,0,0,0,0,0,3,0.06,0,0,0,0.5,9,30.58,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02,0,0,0.01,0,0,4,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,0,1,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"Otu00455",0,1,1,0.31,0,0,2,0,0,0.12,0,0,0,0.01,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.07,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,2,0,0,0.02,0,0,0,0,0.08,0,0.2,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu00171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.03,0,0,0,0,15,1.03,0.01,0,0,0,18,0,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Otu00133",0.07,0.63,469,0,0,0,0,0,0,5.19,0,0,0,0.08,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.65,0,0,0,0,0,1,0,0,0,2,0,0,0.54,0,0,0,0.37,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Otu00580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00039",109,54,86,0.02,18,11,0.04,0.01,0,158,0,177,122,260,0.18,12,11,7.5,0.99,0,0.95,14.63,5,43.36,43,13,0,1,36,3.28,1.46,0,0,0,18,0,70.57,0,0.03,0.01,1.68,10.17,0.09,0.08,0,217,0,10,0.16,207,0,0.01,0,2.02,0,0,0,0.84,0,0.79,0,0.19,0.84,0,4,0,21,0,0.23,0,0,0,0,0.02,0.07,3,0,0,0.04,1
"Otu00002",4.58,1563,1030,0.03,147,31,129.49,50,6,1009,5.81,4007,380,314,355,181.35,31,2317.5,0.11,4,75,364,251,264,3000,1252,32,808,379,1385,949,634,534.61,103,193,2038,89,18.89,25,0.4,24.35,701,0.77,772,12,672,33,940,10.35,377,29,4,0.12,2385,100.4,0.28,0,588,13,429,0.01,542,618,0.01,11,0,7,2,8,0,0,1.1,1,383,937,12,0.94,92,2,54
"Otu00306",0.01,2,1,0,1,0.19,0,0,0,0.12,0,0.3,3,0.16,0,0,0,0.01,0,0,0.01,0,0.02,0,0,0.08,0,0,0.02,0,0,0,0,0,0.08,0,0.03,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00202",0.14,5,8.11,5,1.28,0.01,0.23,0.19,0,0.03,0,5,76,3.11,0,0,2,8,0,0,0,1.51,1,6,0,0.01,0.01,0,0,0.13,4,0.04,0,0,2,0,1,0,0.25,0,0,0.01,0.26,0,0,0,0,0.15,1,0.7,0.06,1,0,0.01,0,0,0.03,0,0,7.41,0,0,0.01,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,3.9,0
"Otu00227",0,0,0,0.01,0,0,0,0,0,0.12,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0,0,0.09,0.02,0,0,83,0,0,0,0,0,3,0,0,0.01,0,0,0,0,1.44,0.02,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0.87,0.03,0,0,0,0.43,0.01,0,0,0
"Otu00069",1.21,193,0.16,0,5,1.25,0,9.17,0.08,0,0.14,21.8,128,7.41,0,0.07,0,1412,0,0,0.04,0,1,0.2,0,0.01,0,0,0,24,0.12,0.03,0,0,0.36,1,822,0,3,0,0,0.01,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.01,0,0,0,79.43,0,0.21,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0.01,59,0
"Otu00242",0.11,0,0,0,0,0,0,0,3,0.3,0,0,0,209,0,9,0,0,0,0.04,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.26,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0,0,0,3.56,0,0.01,0,0
"Otu00469",0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.01,0.01,0,1.38,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu00236",9.92,0.01,0.02,0,1,3,0,0,0,0,0,0.01,0.06,0,0,1,0.01,0,7,0,0.16,0.02,0,0,0,6,0,0.01,0,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0
"Otu00607",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00650",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.62,0,0,0.22,0,5,0,0,0,0,9,0.2,0,0,0,0,0,0,0,0
"Otu00143",0.31,4,1,0.93,7,4.33,3,3,0,37,0.15,4,2,0.24,1,0.01,1,0.02,1,7,1.39,1,0.02,0.01,0.06,7,0,2,0.39,0.01,0.01,3,0.65,0.06,1,0.09,0.07,1,0,3,0,2,2,0.28,0.1,6.79,0.32,0,0.01,2,0.07,0.01,0,9.55,0,0,0,0.01,0,0.09,0,0,0.43,0,0.27,0.02,0.02,0,0,0.02,0,0.21,0,0.01,2,0,0,0,0.01,0
"Otu00167",0,0,0,383,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,11,0,0.13,0,0,0,0,0,0,0,0,0.02,0,0,1,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,2,0.01,0,0,0,0,2,0.01,0,0,0,0,0,0,0,0,0
"Otu00422",3,0,0.02,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.1,1,0,1,0.01,1,0.2,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0
"Otu00099",19,69,3,0.02,0.14,1,3,12,0.01,23.79,0.02,2,1.29,10,10,2,0.22,0.02,4,15,3,0.03,0,1.05,16,1.65,0,1,1,3.28,1,103,35,0.3,5,16,2,0,1,10,0,14,0.04,2.67,0.02,0.76,0.35,0.07,2.86,9.25,396,0.01,0,0.04,0,0,0.02,0,0.52,0.06,0,1,0.13,0,3,0.13,0.07,1,0,0.03,0.02,5,0,0.02,2.09,0.34,0.16,5,0,0
"Otu00237",0.22,28,2,1,6,0.41,0.01,0,0,0.19,0,0.31,2,0.17,0,0,0,0.05,2,0,0.03,0.03,1,0.2,0,1,0,0,0.03,0,0,0,0,0,0.11,0,0.02,0,0,0,0,0.03,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"Otu00309",0.02,0.15,0,0,0.08,1,0,0,9,0,0,0.13,3,0.05,0,0,0,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0.08,0,1,0.24,0.03,0.01,0,0.03,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,3,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
