"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu194",0,0,0,0,4,0,0,0,0,0,5,0,15,0,0,0,2,0,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,85,0,79,4,0,10,0,0,2,0,0,0,0,0,10,0,0,0
"Otu306",0,0,0,3,0,0,0,64,0,0,0,58,0,0,125,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu110",12,0,0,0,0,0,0,91,0,83,0,2,0,16,0,0,0,25,37,0,0,192,0,3,217,142,0,0,0,75,0,0,24,0,0,0,0,129,210,3,35,0,10,0,90,0,0,0,0,12,0,0,86,23,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,0
"Otu340",4,10,4,0,0,0,1,2,19,0,0,0,3,6,0,4,0,1,6,7,0,0,0,6,0,0,2,1,4,0,0,0,0,0,1,0,32,0,5,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu175",2,8,5,3,0,0,0,0,31,0,15,7,0,0,3,0,4,0,4,0,0,1,0,0,0,0,0,29,7,41,7,0,0,0,3,0,4,0,0,2,0,21,0,0,0,0,0,8,0,0,19,0,0,0,0,76,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
"Otu339",0,16,0,49,0,0,62,0,0,0,0,0,0,0,0,176,0,0,0,1,0,0,0,3,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu68",0,0,1,0,0,156,0,74,0,0,0,170,0,0,0,0,30,0,0,0,0,0,58,49,0,0,0,5,68,0,0,0,0,0,434,0,0,0,0,124,0,803,76,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Otu796",0,0,0,0,0,0,2,0,1,1,8,0,5,0,0,4,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu393",0,0,0,4,7,0,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu322",0,0,0,0,4,0,0,0,0,0,0,10,19,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu669",0,1,7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu109",160,44,0,0,0,0,0,0,0,0,0,0,0,179,324,4,0,0,0,0,168,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,0,11,3,0,0,0,0,0,4,0,165,0,0,1,0,0
"Otu151",18,1,7,9,27,14,0,8,0,9,0,0,5,0,13,5,7,11,0,7,0,0,29,6,1,0,10,3,5,0,1,0,0,31,0,4,10,0,24,7,6,1,2,0,0,1,8,23,3,4,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0
"Otu660",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Otu667",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,1,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu237",19,0,8,0,0,0,0,35,3,0,0,0,0,0,0,0,35,0,0,0,0,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu334",0,27,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,10,0,9,0,12,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,3,0,0,2,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu327",1,9,0,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,2,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,1,3,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu38",0,45,10,69,78,0,0,35,10,25,0,125,195,0,19,0,34,14,45,0,0,5,14,0,0,154,59,67,38,2,18,0,43,17,19,29,0,102,79,50,0,47,1,92,48,0,12,25,29,0,0,0,16,45,5,59,13,0,0,0,2,101,0,21,105,9,0,0,49,0,0,0
"Otu195",0,0,0,0,140,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,25,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu728",1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,3,1,1,0,0,3,0,0,6,0,8,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu16",11,0,0,2,12,0,0,0,14,47,461,0,3,23,0,0,125,55,1,0,0,0,41,0,33,14,0,0,2,0,0,0,68,0,24,0,33,44,0,48,0,0,0,0,0,0,13,0,11,17,54,0,6,135,0,0,209,93,0,0,1,0,0,0,0,0,0,69,16,238,89,0
"Otu176",4,0,0,62,0,1,47,20,0,0,0,0,0,22,13,0,0,0,11,0,0,0,0,22,0,0,0,189,0,0,0,19,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,0,89,0,20,0,0,0,56,0,0,0,0,0,0,0,0
"Otu9",303,32,0,28,50,19,0,0,93,74,143,9,106,36,0,3,35,225,95,44,59,63,503,0,0,50,148,78,0,35,50,16,180,91,33,1,0,0,48,4,0,221,0,0,0,0,36,0,12,215,0,34,35,0,1063,120,148,259,623,21,14,360,157,0,0,79,0,1315,625,0,1342,0
"Otu679",0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu882",2,0,0,0,3,2,0,5,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu82",2,0,0,44,0,0,0,0,22,0,0,36,0,2,0,0,44,0,0,0,0,14,0,4,4,0,0,0,7,0,0,0,5,0,0,0,36,0,0,0,103,0,0,0,0,5,15,0,9,18,0,0,0,0,0,0,13,0,0,0,0,0,4,110,0,0,0,0,0,0,0,0
"Otu657",0,9,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,5,0,0,0,2,0,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu462",15,2,7,0,0,2,0,10,0,0,0,0,35,4,0,0,0,0,0,0,3,21,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu36",0,0,0,0,146,0,0,0,103,30,135,2,25,20,0,0,0,2,80,71,0,0,366,5,256,17,0,0,0,0,5,187,40,64,0,3,113,0,0,7,42,0,0,199,48,60,7,12,20,3,143,3,92,41,479,0,191,0,0,0,0,0,61,174,0,174,160,311,0,0,250,0
"Otu287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,1,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,51,0,0,0,0,0,9,1,0,0,0,0,0,0
"Otu74",0,0,8,4,0,0,0,0,0,33,0,46,0,57,1,0,0,17,19,0,0,1,30,0,0,35,3,0,0,0,0,62,45,0,0,42,0,322,0,0,51,0,0,35,35,6,5,50,57,3,0,26,0,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"Otu61",205,0,529,0,48,9,32,55,63,9,506,66,32,27,0,0,0,4,2,30,0,0,0,0,33,570,171,2,42,155,112,7,0,6,172,0,54,488,0,9,49,0,13,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu877",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,16,3,0,1,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17
"Otu767",0,1,0,0,0,0,1,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu17",160,0,22,0,141,301,0,18,26,25,339,89,564,45,0,1,75,98,0,0,0,0,275,0,28,66,0,187,0,115,12,0,0,62,0,9,40,24,144,34,0,0,3,461,14,105,39,0,0,47,0,0,180,217,0,64,24,188,118,0,0,0,44,204,0,55,62,656,0,0,293,0
"Otu927",0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu422",0,1,15,0,0,0,0,0,0,0,0,0,1,49,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu429",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,11,0,15,0,0,0,0,3,0,0,7,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,5,27,0,0,0,4,0,0,4,6,0,17,26,66,15,11,8,9,0
"Otu15",19,1,3,0,92,3,0,8,8,220,75,16,0,54,51,0,24,0,0,71,0,0,0,0,21,0,71,136,0,0,0,88,0,94,5,0,0,152,0,33,0,0,0,0,681,0,13,22,3,0,0,123,0,58,454,0,6,0,64,65,0,0,0,21,806,78,47,8,347,0,0,0
"Otu203",0,0,125,0,2,2,7,15,17,3,0,10,11,0,1,2,0,0,0,1,0,0,0,4,5,57,8,0,1,0,0,24,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu261",0,1,0,0,0,0,0,0,1,1,3,0,6,0,0,0,2,0,1,0,0,2,0,0,32,0,0,2,0,2,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,6,27,0,3,7,2,1
"Otu54",11,17,19,6,5,2,6,33,41,12,5,0,133,30,8,1,21,8,158,7,2,47,0,0,36,29,12,23,14,40,0,0,94,0,2,13,0,37,0,0,0,2,0,13,54,9,6,8,40,3,4,0,134,51,0,5,2,5,0,7,1,42,0,0,0,0,0,0,0,0,16,0
"Otu450",0,26,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu397",2,9,0,0,0,0,0,0,0,0,0,2,3,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu830",0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,0,4,0,0,4,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu115",0,0,0,0,0,3,34,0,0,0,0,65,0,1,1,4,49,0,0,0,0,0,0,0,0,0,361,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,99
"Otu348",2,0,0,0,11,0,3,0,5,8,21,0,2,2,0,1,0,0,0,0,0,24,0,0,5,0,0,14,0,0,0,12,11,0,0,0,0,15,3,0,0,71,0,0,0,52,0,1,0,25,0,0,48,33,0,0,0,0,0,0,0,0,7,0,0,0,37,0,0,0,45,0
"Otu48",0,0,0,0,123,690,501,0,0,0,0,0,0,0,4,842,0,0,0,121,2060,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3348,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,837,0,0,0,0,0,0,0,0
"Otu231",10,11,7,6,0,0,0,29,0,0,81,0,0,0,0,0,0,0,0,2,6,0,0,0,0,147,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu365",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Otu40",0,39,58,31,105,18,22,116,21,54,24,0,12,698,21,69,22,163,296,44,12,7,63,0,0,20,0,91,266,155,0,44,0,0,0,72,117,0,20,3,47,0,12,79,20,0,32,5,45,0,218,37,5,184,81,110,32,1,0,29,23,14,0,75,8,0,65,10,265,42,12,5
"Otu79",0,1,1,11,2,0,0,43,0,45,0,0,50,18,23,0,56,7,17,80,0,118,48,0,11,3,0,2,0,0,0,99,32,14,0,3,0,31,37,0,0,0,0,0,82,0,0,3,0,32,0,14,0,0,6,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
"Otu142",0,0,8,6,17,2,9,0,0,0,3,2,0,0,25,6,8,42,50,42,7,0,51,0,0,4,0,0,5,9,0,0,0,59,8,7,14,6,5,9,20,13,0,6,0,5,3,5,11,3,55,15,0,0,0,10,6,20,4,4,27,6,0,1,7,0,169,22,4,4,0,0
"Otu897",0,0,1,0,0,0,0,0,0,3,0,0,0,33,1,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu586",0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,9,0,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu752",0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0
"Otu277",0,0,1,0,0,0,0,1,0,0,0,3,36,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,4,5,0,0,0,3,0,0,0,76,0,0,1,0,0,0,0,3,0,0,18,79,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu171",0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,52,0,8,1,0,0,0,0,6,0,23,5,0,91,0,69,0,16,4,8,0,0,0,26,0,0,0,0,0,0,110,0,250,0,0,0,0,20,0,0,0,36,8,0,2,2,255,0,0,0,0,0,0,2
"Otu57",665,79,30,20,0,12,14,13,0,0,0,0,0,0,0,20,1,0,0,13,49,0,0,9,0,0,22,1492,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
