"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00190",0,1,0,1,0.11,0,5,0.07,0.04,12,1,0.24,0.89,6,0,0.01,1,0.05,3.21,19.24,0.05,0,0,0,0.48,0.23,0.03,0.03,1,2,5,3,2,9,3,1,31.12,0.07,1,1.21,0.3,0.02,0,4,0,0.03,0.04,0.01,0,3,0.01,0.02,0.05,5,0,6.59,0.51,0,0,1.11,0.13,1.23,4.57,0.28,0.54,2,7,0.11,0.08,1.64,0.02,5,4.88,2.88,0.13,1,0,0,7.18,1
"Otu00031",0.04,0.03,0.01,304,0.04,0,63.33,33,0.01,362,0.13,0,0.23,0,0,0,0.09,55,0,14,0.42,0.05,0.01,0,0.01,0,0.03,0,0,0.03,0,0.02,0.01,4,0,0,0,99,0,0,0,0,277.23,0.02,22,815,0,14.87,0,8.35,0,0,0,279,0,0.03,0.4,0,0,1,0,5,39,0,0,12.94,2.07,0,0.02,0,0,0,0,7.45,0,0.02,0,0,0,0
"Otu00087",17,0,0,0,0,0,0.06,1,0,146,9,280,0.03,0,0.04,0,0.43,0,0,0,0,6.45,0,0,0.02,0,2.35,0,0,0,0,0,0.06,0,0,0,24,0,0.84,0,0,0,0.01,0.13,0.72,0,78.78,0,0,34.67,0.01,0.1,0,0,0,0,3,0.16,0,0,0,0,0.02,0,0,259.88,0,1.61,0,0,0.03,0,61.65,18,0,0,0,8,1,0.1
"Otu00203",0.01,20,0,0,0,0.01,2,0,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0.08,0,0.46,6,0,0,0,0,0.16,0.1,0,0,1,0.04,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18.63,0,0,0.25,0,0.02,0,0,2.65,0,0,0,0,0,0
"Otu00495",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00058",5,2,11,1,4,0,1,0,1.1,0,0,0.01,1.81,10,0.01,0.02,0,76,0,0.02,62.46,37,0.21,0,0,0,0,0.55,0,0.02,1,0,0,0,0.57,1,0.01,0.01,0,0,179,1,8,4.98,0,0,0,10,0,0.01,0.03,0.06,0.05,0,0,0.05,89,3.38,0.02,0,5.68,0,0,23,1,12.94,197.5,0,1,0.12,0.01,0,0,7.45,0.3,0,0,0,0,0
"Otu00096",0,0,0,0,0,0,0.01,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,12.94,0,0,0,0,0.04,0,0,7.45,0,0,0,0,0,0
"Otu00155",0,10,0.85,0,1.32,0,0,0,0,0,0,0,0.01,0,0,1,0,0.05,114,0.04,0,0,0,0,0,0.01,0,0.04,0.17,0.01,4,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0.19,0,0,0,0,0.13,0.05,0,0,0,0,0,0,0.06,0,12.94,0.24,0,0,0.25,0,0,0,7.45,0,0,0,0,0,0
"Otu00833",0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0.67,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0.14,0,2,0,0,0,0,4.2,0,0,0,1,0,0.02,0,0.34,0.02,0,0,1,0,0
"Otu00286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00113",0,77,0,12.27,1,0,21,1,4,1.71,0.05,1,0.05,50,54,1,0.47,0,187.96,0.01,24,7,1.37,210,0.07,1,0.03,2,10,3.49,0.15,5,4,1,7.27,2,19,0.08,0.01,0,0.96,4,2,0,0.56,0,0.15,1,1,0.02,127,358.88,158,0,0.24,0,0,0.14,0.05,0,0,0.07,49,4,0.02,12.94,0,0,14.68,11,1,0.63,2,28.78,469.89,0,2,1.12,0,0
"Otu00309",0,0,0,0,0,1,0.01,0.52,9,0.02,0,0,3,0.01,0,0,0,0.01,0,0,0,0,0.02,0,0,0.15,0,0,0,0,0,1,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,3,0.01,0,0,0,0,0,0,0,0,0,0,0,6.77,0,0,0,0.01,0,0,0,0.55,1,0,0.05,0,0,0
"Otu00188",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,0,8.35,0,0,0,0,0.04,0,0,0.67,11,0,0,0,0,0
"Otu00193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.05,0,0,0.56,0,0.15,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94,0,0,0,0,0,0,2,29.67,0,0,0,0,0,0
"Otu00227",0,0.02,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.08,0.06,24.27,0,0,0.95,83,0.01,0,0,0,0,3,0,0,0,0,0,0,0,0.28,0,0,1.81,5,0,2.87,0,0,0,0,89,0,384,0,0,0.07,0,21.11,7.18,0,0,0,0.09,17.89,0
"Otu00550",0,0,0,0.01,0,0,0,0,0.02,0,0.06,0,0,0,0,0,1,0.33,0,0.37,0,0,1,0.12,0,0.01,1,0,0,0,0,0,0,1,0,0,0,0,0,0.31,0,0,0,0,1,0,1,0.01,0,0,0,0,1,0,1.32,0,0,0,0,0,0,0,0.7,0,0,7.68,0,33.15,0,0.01,0,0,1,0.62,0,0,0,0.01,0,0
"Otu00512",0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.01,0,0.88,0,0,0,0,4.93,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
"Otu00330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00032",0.03,0.01,0,74,258,4,1129,0.01,10.12,35,1,0.02,1002,14.29,13,91,0,0.02,5.46,0.14,125,0,0,459,3,238.48,42.53,0.06,2,2,0,0.01,0.06,0,0.24,32,0,46,18,4,503,0,47,0,0,24,114.88,0,1.27,28,0.02,0,0,0.05,468.9,0,0,246,12,0.08,180.44,0,0,0.17,0.02,12.94,0,128,2,0,31,195,0,7.45,0,0,0.22,0,76.17,0
"Otu00389",0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,2,0,0,1,0,0,0,0.88,0,0,0.39,0,0,0,0,0,0,0.43,0,0,0,0,0,2,0,0,0,0,10.55,0,5,0.02,0,0,0,0,0,0,0.39,0,0,0,0.01,0,0,0,0,0,0,22.36,0,745.69,0,0,0,0.09,41,13.95,0,0,0,0.03,0,0
"Otu00116",0.01,0.33,10.91,0,0,0.01,1.3,223,154,12,14.68,2,9.07,0,0.03,0,4,8,162.78,0.51,0,47.49,250,0.02,2,1,421,0,1,0.06,0.29,0,1.99,6.35,0.01,0.01,0,0.01,0,0,0,0.63,7,3,0,0.05,0.42,0,3,4,16,5,0,1.97,0.07,0,21,0,0,0,0,0,0.14,0,0,20.17,24,0,0,0,0,0,0,7.45,0,0,0,12,0.04,0
"Otu00392",0.01,5,0.05,0,0,0.01,0,0,0,0.01,0.01,7.62,0.13,0.01,0,0,0,1,0.22,0,0,0.01,0.07,0,2,6,0,0.7,0.02,1,0,0,0,0,2,0.01,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0.08,0,0,0,0,0,0,0.58,0,0,0,0,0,0
"Otu00039",109,54,86,0,18,11,0.17,0,170.75,158,1357.54,177,122,260,0,12,11,123,0.02,0,0.01,311.93,5,0,43,13,0,1,1.26,0.09,0,0.01,0,1.59,18,93.77,0,22,2.74,0,0,0.04,0.74,0,0,90.2,0,0,0,207,0,0,0,9.23,0,0,0.01,0,0,7,0,0,0,0,4,12.94,21,0,0,0,0,0,0,7.45,0,3,0,0,0.77,1
"Otu00307",0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0.11,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,1.39,0,0,0,0,0,1,0,0.11,0.06,0,0,0,0,0
"Otu00503",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00458",9,0,0,0.01,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0.02,0,0,0,12.94,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0
"Otu00452",4,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0
"Otu00733",0,0,0,2,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,12.94,0,0.09,0,0,0,0.11,0,3.2,0,0,0,0,0,0
"Otu00463",0,0,0,2,0,0,0.43,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0.22,0.09,0,0,0,0,0
"Otu00377",0,0,0,0.01,0,1,0,0.58,2,0.17,0,0.01,1,0,0,0,0.34,0,0,1,0,0,0.01,0.15,0,0.08,1,0,0.01,0,0,0.01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0.39,0.01,0,0,0,0,0,9,0,0,0,0,0,0,0.01,1.26,2,0,12.94,0,1,0,0,0,0,2.55,2.88,1,0,0,0,0,1
"Otu00212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00117",0.18,0.09,2.95,20,11,0.05,32.62,42,13,5.6,11,367.87,49,0.01,0.01,2,1,61.43,180,183.94,132.27,0,10,0,4,212,0.03,0.05,13,14.09,12,82,0.18,9,0,0.02,0.03,0.32,1,25.87,0,9,10,18.34,0,6.71,0,0.01,0.21,0,1.5,0.2,3.6,46,0,63,8.85,0.17,0,0,1.07,5.17,188.67,31.17,0.34,12.94,16,0.52,0,9,0,123,0,7.45,30.42,0,0,0,0,0
"Otu00185",0.06,0,0,0,3,0.02,6,0,0,0,1,1,0.89,0,0.03,10,0.97,0.02,0,9,0.01,3,0,6,0.06,0,23,0,0,0,0,0,0,0,0,0,0,0,1,11,14.68,0,0,0,3,1,44,1,0,0.11,1,0,0.01,0,16,0,0,0,2,2,0.19,0,0,0,0,12.94,0,1,0,0,2,8,16,11.72,0.08,0.03,3,0,1,0.1
"Otu00106",0,0,0,0.01,0,0,0.06,0,0,0.01,0,0,0,0,4,0,0.04,0,0,0.01,0.04,0,0,0,0,0,14.97,0,0,0,0,0,0.09,4,0,0,0,0,0,31,2.55,0.02,0,0,0,0,124,0.07,0,0,0,21,0,0,16,0,0,0,537,0,0,0.08,24,3,0,44.45,0,1764.98,0.01,0,52,0,97.04,7.45,0,0,0,0.17,0,0
"Otu00148",0,1,0.01,0,0.16,0,0,0,0,0.01,0,0.02,0.01,1,0,0,0,0,4,0,0,0,0,0,0.15,0,0,0.01,0.03,0,0,0,0,0,37,0.07,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,12.94,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"Otu00430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00299",0,0.19,0.02,0,12,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,8,0,0.01,0,0,0,0,0,0,0,0.05,18,0,0,0,0,0,0,29.79,0.01,0,0,0,0,0,0,24,0,86.37,0,0,0,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,284.92,0,0.01,0,0,0,0,67.59,23,0,0,0,0,0,0
"Otu00659",0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0.03,0,0,0.02,0.32,0,0,0,0,0,0.01,0,2,0,0,0,0,0,0.05,0,0,0,0,2.59,0,0,0,0,0,1,0.54,0.21,0,0,0,0,0,0
"Otu00069",0,193,0.62,0,5,0.07,0.01,0,0.58,0.01,0.01,0.24,715.25,0,0,1,0,1412,0.44,0,0,0.19,1,0,0,2,0,0.74,0.03,24,0,0,0,0,0,0,0,0.01,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,12.94,27.28,0,0,0,0,0,0,7.45,0,0,0,0,59,5.14
"Otu00189",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,12.94,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0
"Otu00103",0,0.01,0.02,1,0.07,0,1,0,0,0,0,0,0.01,0,14,0,0,0,8,0,14,0,0,0,0,0,0.18,0,0.05,0,0,0,0,0,0,0.01,0,0,0,0.31,0.1,0,1,0,0,0,1,0,0,0.01,0.06,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,20.51,0,93.77,0,0,0.01,0,2.46,1.75,0,0,0,0.01,0,0
"Otu00060",122,457.66,154.12,3,0.63,9,23,19,9,107,0.06,0.81,3,28,79.81,0,0,33,26.07,0.03,35,17,2,2,22,1.71,0,6,0.02,25,2,4,410.99,0,7,2,18,44.26,0.01,0,0.8,4,2,14,1,19,17.04,0,144,34.26,3,17,58,25,0.02,2,8,12,0.25,16,0,0.05,0.06,134,8,1,485,0,2,5,23,0,2,42.67,2,1,16,136.71,106.23,1
"Otu00667",0,0,0,0,0,0,0,0.11,1,1,0,0,0.02,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.11,3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
"Otu00277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.28,0,0,0,0.32,0,0,0,0,0,0.41,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,85,0,0,0,0,0.12,0,20.16,6.86,0.4,0,0,0,17.08,0
"Otu00041",66.6,3,5,7,5,17,3.24,15,4.93,0.25,77,23,2,12,0.03,58.17,22,469.57,0.52,59,12,4.44,10,250.7,8,1,148.81,2,0.15,0.07,7,0.39,0,4,0.73,50.35,0,21,5,12,9,0.65,49,13,7,7.25,48,26,5,0,8,0.21,0,4,0.81,7,19,92,100,0.01,43,11,296,14,16.7,12.94,1,22,4,1.46,5.21,6,0,7.45,17,0,0.08,5.79,0.04,0
"Otu00548",0,0,0,0,0,2,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.04,1,0,1,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0
"Otu00049",0,47,0,0.05,0,8,119,1,0.1,33,0.08,3,0,1.7,18,0,0.03,0,0.03,0,5,0.04,0,0,0.15,0,0,5.37,0,2,0,0,3.09,0,35,0,0.06,0,0,0,2.33,48,0.02,0,0,0,0,0,0,22.34,0.16,5,0,0,0,0,0,0,0,0.01,0,0,0.02,0.18,0,20.17,0,0,0,0,0.11,0,0,7.45,0,0,0,0,0,0
"Otu00076",0,0,0,0,1,0,0,0,0.17,2,0,0,0,0.01,0.06,0.01,0,0,0,0,0.77,0,0,0,0,0,0,0,0.01,0.03,0,0.06,2,0,0,0,7.21,0,0,0,0,3,0,0,0,0,0,0,0,0.18,0.05,3.06,0,0,0,0,0,0,0,0,0,0,0,2,0,8.28,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0
"Otu00089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.33,0,1,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,15,0,0,0,0,0,0,20.51,0,202.27,0,0,0.12,0,11.12,3.78,0,0,0,0.01,0,0
"Otu00114",0,0,0,0,0,0,0,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0.01,0,0,1.13,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0.1,0,1,0,0,0,0,2.1,0,0,0,0,0,0.01,0,0.17,0,0,0,0,0,0
"Otu00449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0.04,0,0,0,0,0,0,2.47,0,0,0,0.01,0,0,0,0,0,0,22.1,0,1036.69,0,0,0,3.7,57,19.4,0,0,0.01,0.03,0,0
"Otu00090",1,0.01,0,0,0,0,0,0,0,0,2,1,0.01,0,0,0.01,0.03,0,0.01,0,0,1.35,0,665.05,0.05,0,0,0,0,2,0,0,0,0,0,0,2,12,0.03,0,0.02,0.01,2,0,1,0,0,0,0,0,13,0,0,0,0,2,0,272.66,1.78,0,200,0,0,0,0,12.94,0,0.18,0,0,0.28,0.1,0,7.45,0,0,0,0,0,0
"Otu00066",35,6,1,2,2.88,0.02,106,23,175.32,2,266,20,6,2,1,0,593,4,8,66,5,1,0.06,19.46,697.7,137.68,32,5,6,1,4,187,388,16,5,0.5,434.86,6,24.04,0,2.81,180.85,23,29,8,0.5,151.25,36,0,10,15,7,8,468.56,284,0.49,2,0,0.11,2,0,3,135,0.94,0.09,498.97,1,10,3,65.48,5,0,118.37,1,8,0.03,1,0,0.54,0
"Otu00169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu00519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,0,0,0.17,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0.06,0,2.61,0.89,0,0,0,0,2.21,0
