"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Otu00053",1,3,0.04,11,2,0,0.02,0,0.01,0.01,0.02,25.75,0,0.19,0,0,0,0,14,0,0,0,0,25,1,0.18,1,0.1,0.01,0,0.02,0,0,0,0,0.27,0.03,0,0.04,0.07,0,0,18,0,0,0,4.93,0.35,0,0,0,0,0,0,4,0,0,0,0,0.26,0,0,0,34,0,0,0,0,0.32,0,0.04,0,3,0,0,0,0,0,0,0.04
"Otu00229",0,1,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
"Otu00109",0.03,0,0.01,0.02,1,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0.01,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1
"Otu00341",0.2,4,0.01,0.03,0,0,0.03,0.02,0.07,0.02,6,0,0,1,1,0,6,0,0,0,5,45,0.02,0,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0
"Otu00745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00690",0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.02,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu00655",0,0.32,0,0,0,0,0.02,0,0.07,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0.03,0.03,0.01,0,0,0,0,0,4,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0,0.49,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"Otu00449",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00174",3,0.01,2,2,0.32,0,4,0.06,2.09,0,2.39,13.65,4,2,0.02,0.01,1,0.92,0.1,0.01,2,0,6,1,0,44,0.05,1,0,0,0,0.02,0,0,0,0.01,0.02,0,1,0,0.16,0.01,7,0,0,0,0,0.46,0.01,0.01,0,47,0.71,0.01,0,0,0,0.03,0.42,0,0,0.31,0,0,0.29,12,0.09,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0
"Otu00099",19,69,3,0.61,3,1,3,12,1,0.07,2,0,0.32,10,0.05,2,0.13,0,4,15,3,0.07,0,105.73,16,57.01,1,1,1,0.01,0.85,103,35,0.03,5,0.53,2,0,1,10,0.02,14,0.01,0.16,0,0,0.01,0.02,1,0.3,396,0.01,0.12,0.05,0,0,0.09,0,0.19,22.63,0.03,1,0.02,3.35,3,2.29,0,53.42,0,1,0.7,5,1.65,0,0.12,0.03,0,0,0.17,0
"Otu00286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu00257",0.06,0,0,1,0,1,0.02,1,2,0,0,0.04,0,41,0,0,0,0,0,0,0.07,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0.35,0.31,0,0.01,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0.03,0,0,1.82,46,0,0,0.04,0,7,2,0,0,0,0,0,0,0,0
"Otu00021",1,0,906,0.42,0.09,6.34,0.01,0.21,1,0.02,0.05,0,0.43,554,0.01,24,42,0,58.34,0,0.06,0.42,0.06,0,175,0.01,0,0.03,12,0,767,7.57,0.06,0,0.05,0.02,0,0,11,0,0.22,0,0.01,0,0,0,0,0,0.01,0.59,0,0,0,0,0,0,0,170,0,140,0,0.03,0,0,8.77,0,0,0,0,0,4.71,0,0,0,0,0.01,0,0,30,0
"Otu00081",82,21,341.95,1,0.68,14,1.32,141,120,63,28,2.59,0.6,2,1,7,5.37,257.49,0,0.21,4,1,0.01,0.15,0.06,0.05,248,2,0.97,0,9,4,1.32,113,8,0.01,1.11,6.03,6.46,27,341.54,7.4,3,0.08,0.58,0.02,3,17,0.18,33,0,5,0.04,9,0,2,446,30,0.07,0,0,0.01,86,0.05,5,1,63,0.09,0.04,4,14,0.29,1,5,0,1,25,0.05,4,0
"Otu00200",0.01,10,13,0,0.01,65,0.02,10,0,0.01,0,0,1,0,0.03,0.1,0,0,80,0.01,0,0.7,1,0,0,0.67,0,0,0,0,34,0,0.04,0,0,0,0.05,0,0,0.01,0.07,1,0,0,0,0,0,0.01,0,0,2.48,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.76,0,0,0,0,0,0,0,0,0
"Otu00405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00103",0,0.01,2,1,0,0,1,0.07,0.14,0.03,0,1.44,0.07,0,14,0.01,0,0,0.1,0,14,0.03,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"Otu00539",0,2,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00312",0,1,0.12,2,0.02,1,2,3.02,24,0.01,0,1,0.38,0,0,2,1,3,0,9,0.39,0.02,0.25,4,0.01,0.02,0.05,0.01,0,0,0,0,1,0,0.06,0.02,0,0,0,0,0.01,1,0.25,0,0,0,0,0.75,0,0.18,2.48,0.03,3,0.02,0,0,0,1,0.02,0,0,0,0,0.14,0,0,0,0,0.51,1,0.01,0,0,0,0,0,0,0,0,0
"Otu00147",0,0.05,1,0,0.01,0,16,10,0.09,0.07,0,0,0.38,0,0,0.01,0,0,0.19,1.2,8,0,0,3,0.3,0.23,0,0,0,0,0.05,0,37,0,2,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,6,0,0.31,0,5.43,0,0.06,0,371,0.01,0,0,0.01,13,0,1.41,0,0,0,103,0,0,0,0,0.08,0,0,0,0,1
"Otu00186",3,0.3,0.01,0.05,12,1,5,2,8.1,3,46,0,4,0.93,0,0,0,10,0.04,7.7,3,0,0,24,2,0,0.05,0.08,0.02,0.01,0,0.02,0.01,0,0,1,0,0,0.08,0,0,0,0,0,2,0,0,0,0,0,0,0.04,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.01,0,0.11
"Otu00345",0,3,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Otu00412",1,4,2,0,0.01,0,0.01,0.07,2,0,0.02,0,0,0.19,0,0.01,0,0,0.1,0,0.01,0,0,0,1,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.08,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00313",0,0,0,2,0,0,0.11,0.75,1,0,0,0.06,0,0,0,0,10,0,0,0,72,0,0.14,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
"Otu00733",0,0,0,2,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.01,0,0,0,0,0,0,0
"Otu00277",2,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0.06,0,0.41,0,0,0,0,0,0,16,0.01,0,0,0,0,0,0,0,0,0.27,1.64,0,0,0.04,0,0,0,85,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu00653",0,0,0,1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"Otu00414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"Otu01029",1,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00104",40,0.07,1.16,7,3,9,2.56,3.24,4,5,564.84,0.26,17,0.25,0.05,0,0.35,0.01,2,18,1,0.16,2,1,0.05,1,8,3,0,0.02,1,0,0.08,0.17,0,3,0.07,0,0.53,4.81,0.03,0.02,0.13,0,1,0,50,2,0.03,0.01,0,0,4,0,27,0,0.09,0.13,0,1,5,0,0,2,0,0,0,0,7,5,1,0,3.06,1,3,0,4,5,0,14
"Otu00650",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00356",0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,2,0,0,1.77,0,0,0,34,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu00299",0.07,0,0.05,0.02,12,0,0.03,0,0.01,4,0,0,0,0,0,0,0,0,8,0,0.01,0.02,0,0.23,0,0.14,0.01,0.17,0,18,0.01,0,0.01,0,0,0.32,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
"Otu00230",0,0.01,0,2,0,0,7,1,0.01,0.02,0,0.06,0.23,0,3,0,0,0,0,1,0.02,0.02,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36,0,0.12,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0.01
"Otu00041",23,3,5,7,5,17,15.03,15,8,5,77,86.54,0.03,12,0.01,8,22,0.03,9.76,59,12,0,10,52.56,0.01,1,569.91,2,0.05,2.95,0,5,1,4,0.74,6,0.21,21,5,12,9,0.45,49,11.19,7,0.01,0,26,5,15,0,0.04,0.02,4,12.34,7,19,92,0.02,0,0.12,11,296,14,31.37,0.17,1,22,4,0.01,0,6,0.03,0.02,17,0.02,0,0,0,18.55
"Otu00805",0,0.01,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00586",0.01,0,0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Otu00113",2.05,77,2,0.05,1,0.01,21,1,4,6.48,0.1,1,22,50,54,0.91,0.13,0.08,4.38,0.44,89.81,7,0.03,210,2,1,0,2,0.22,1.47,0.2,5,4,1,105,2,19,0,0,0,0.51,4,2,0,0,0.01,0,0,0,0.01,127,0,158,0.15,0.03,0,32,0,0.05,3.37,0,0.01,49,4,16,0.03,0.13,0.1,0,11,1,0.01,0,0.34,0,0.01,2,0,1,0
"Otu00095",0,0.72,0.01,0,0,0.01,0,0,0.02,0,0.58,0.01,0,0,0,0,2.66,1,0,0,0,0,0,1,0.03,0.22,0,44,0.01,0.01,0,0,0,0.04,0.04,0,3,0,0,0,0,0.18,0,0.26,0,0,0,0.02,0,0.1,0,0.07,0,0.26,0.03,0,0,18,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.08,5,0,0,18,1
"Otu00006",1335,498,1038,952,40,49,60.72,64,336,169.97,1501.05,622.7,598,76,316,102,300,617,159,0.73,350.42,35,367.06,630.51,357,2182,1435.05,806,150,227,24.74,1,384.8,1475.14,64,211,471,32,25,9,0.05,305,660,206,58.02,383,3,710,42.55,238,519,1362,389.92,366,0,720,2001.11,60,0,105,2,1.28,224,0.05,2389,0.09,387,0.04,17.87,0.18,1,0,7,13.93,0,89,47,15,20,0
"Otu00544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00469",0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"Otu00073",0.02,7,0.21,0,0.01,0,0.28,0.04,0.01,2.21,0,1,0.02,1,1,0,0,0,0.01,0,0.01,0.21,0,0.12,2.03,1.23,0,0,0,0,1,0,3072,0,1,0,0,0,0,0,0.99,0.02,0,2,0,0.67,0,0,0,0,4,0,0,0,0,0,0.05,0,3.44,0.02,0,0,0.01,179.77,0.19,0,0,0,0,30.36,0.06,0,0,0,0,0,0,0,0,0
"Otu00661",0,0.02,0,1,0,0,0,4,0.02,0,0,0.04,0,0,0,0,0,1,0,0.01,0,0,0,2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"Otu00298",0,0,0.12,0,0,0,0,0,0.01,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00009",0.44,0.19,67,67,1,0,2004,481,17,2340,0.04,362,240,0,19,49,0,0.01,206,72,9,0.51,0.07,3.31,1.19,2101,2913,19.15,38,6,2,0,1,652,4,0.22,462,0,0,1.62,1691,0.01,134,8.21,0.03,0,8,316,2,1619,0,0.01,49.98,5.63,366.03,0,0.08,1.77,1,0,1.52,749,0,755,0,11,0,0.05,2,7.59,97,0.2,5.73,0,0.21,14,0,0,31,0
"Otu00263",0.02,0,0,0.01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00045",641,0.02,278,17,31,1.03,0.03,0,0.02,0.66,463,35,0,5,0,0.42,32,0,2,0,0.03,0,22,89,0,1.11,0.11,32,0,1.57,0.07,2,0,641,0,1,48,0,2,0,1.28,0.06,0.14,9,0,2.58,0,25,2,0,0,0,0.01,0.11,0,0,0,83.58,0,0,0,0.26,0,0,0.51,0.04,0,0.06,0.48,0,18,0.01,0,0,21,0.02,0,0,0,0
"Otu00044",2,0.01,19.54,16,50,0.04,1,0,0,0.01,6.35,0.21,0.73,0.12,0.04,4,0.1,0.07,0.15,0,0.09,0.62,0.04,3.04,0,0.07,2,3,27,0,1,2,0.01,0.06,0,1.73,0.01,0,690,2.16,11.73,118,0,1,0.01,0.36,0.19,3.86,36.8,494,1741.77,0.61,0.07,2079,2,1174.18,0,0,85,0,1,1,0,0.01,0,642,0.03,3,0.45,0.04,150,11,0.02,0,12.41,8,0,0,1.1,643
"Otu00499",0.01,0,0,0,0,0,0.01,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,2,0,3,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0.08,0,0,0,0,1
"Otu00574",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00036",18,0.35,3,35,1,5,0.01,0,0,1.7,60,9,0.01,0.46,0,0.01,8,201.36,15,0.01,0,0.07,49,134,0,55.47,68,177,0,20.52,0.14,3.48,7.01,160,10,9,52,0.04,4,3.99,4,607.18,0.67,71,7,13,2,11,30,0.3,1,21,1,1291,7.44,819.91,1,26,0,0,146,2,0.12,0.16,0.05,0.04,149,23,10.11,3,0.03,0,0.32,48,214,16,0,0,0,3
"Otu00404",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00188",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
