"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00641",0,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.08,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu00503",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00328",0.01,7,0,2,2,0,0.06,1,0.05,0,0,0.01,0.01,0,0.02,0,0,2,0,0,0.18,0.01,0,0.01,0,0.03,0,0,0,0,0,20,6,0,0,0,0.01,0,0,0,0,0,0,2,0,0,0,0,0,0,2.67,0,0,0,0,0.23,0.01,0,0,0.01,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00745",0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.06,0,0,0,1,0,0,3,0,0,0,0,0,0,0.16,0,0.13,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.03,0,0,0,0,0,0,0
"Otu00511",0.02,0,0.04,0,0,1,0,0,0,0.08,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00081",82,21,295.83,1,0.04,14,1.18,141,120,0.33,28,32,20,2,1,7,0.04,2.17,91.15,0,4,539.01,26,0.01,0,0.34,248,2,11.91,0.02,9,4,0,113,8,0.08,0.05,3,0.02,0,33.32,0.51,3,6,0,0,3,17,0,0.29,0.64,5,75,9,0,2,446,0.08,588.75,0,0.01,133.44,86,136.72,5,1,63,0.98,6.34,4,14,33.01,66.94,5,0,1,25,0.01,4,0
"Otu00305",0.02,0,0.01,0,0.02,0,0,4,0.06,0,0,0.02,0,0.24,0,2,0,0,0,0,0,0.23,1,5,0,0,0.42,0,0,0,0,5,0,0.01,0,3,0,0,0.01,0,0.07,0,0,0,8.2,0,0,0,0.09,0,0,0,0.56,0,0,0,0.13,0,0,0,0.01,0,0,0,2,0,1.12,0,1,0.12,0.02,0,0,3,0,0,0,0,0,0.01
"Otu00056",28,0.21,1,5,12.34,1.57,0.07,165.24,4,26,3,0.01,2,0.07,0.09,69,0.02,6.61,1,0,3.71,0.05,0,0,0,0.09,0,11,4,0,0.04,0.18,0,0.08,0.11,32,0,0,2.2,0,1,140,0.31,0,0,0.17,11,1,0,0,0,0,2,2,0,0,0.1,0,0.01,0,0,0.06,0.06,0.14,0.07,2,0,35,0,13.81,15,52,2.21,28,0,0,0.01,4,0.39,0
"Otu00356",0,0,0,0,0,0,0,0,0,0,0.01,0,0,38,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.12,0,0.01,0.55,0,0,0,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0
"Otu00325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00023",1039.04,0.18,4.3,18,17,0.43,86,420,664,6.12,178,119,0.01,760.01,6,1,29,38,47,9,5,35,5,0.87,12,161.89,69,10,14,24,0.03,1.46,4,0.24,3,20,5,0.01,2,8,49,0.02,1,26,98,7,225.55,16,3,0,99,1.95,770,17.19,3.85,1,0.21,0,0.43,4.15,355,4.26,27,4.39,5,4,1,42.66,22,0,0.05,6,0,0.1,1,1,9,0,0.01,14
"Otu00038",0.67,0.01,39,3,7,7,35,0.05,0.28,4.38,3,1,3,4,160,0,0,4,3,61,1,0.01,0,0,0.03,0,0,1.05,0,12,0.04,0.04,0.02,0,55,85,10,0,0,0,20,0.03,0.07,0,0,0,0,1.48,0,0,0,0,0.41,0,41,0,0.03,0,0,0,0,0,0,0,0,6,0,1,0,10,0,4.21,0,1,0.02,0,0,0,0,0.12
"Otu00245",0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.06,0,0.1,0,0,0,2,0,0,0,0,0,0,0.24,0,0,0,8,0,0,0,0,0,0
"Otu00156",4,49,1,3.15,0.02,3,0.03,0.19,0,7,4,1,39.08,0,1.49,0.01,3.21,18,0,0,3,0.01,0,0.28,1,3,0,2,0.68,0,0.02,0,15,0,0.27,0.03,28,0,0.09,0.1,0.01,8.03,1,3.15,3,0,0,0,0,0.05,0.05,0.09,0,0,11,10,0,1,0,7,0,0,0,0,0,0,0,0.18,0,0.01,0,0,0,1.08,0.01,1,0,0,10,0
"Otu00294",0.03,1,0.01,0,0,1,0.01,0.01,37,0,0,0.03,0.1,0,0,0.01,0,0,0,0,0,1.8,43,0,0,0.04,4.99,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,16.79,0,0,0,0.08,0,0,0,0,0,0,15,0,0,0.02,0
"Otu00230",6,0.1,0,0,0.2,0,7,1,0,0,0.17,0.08,0,0.07,3,0.05,0.01,0,0.02,0.24,0,0,0,0,0,0.04,0,1,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.02,1,0,1,0,0,0,0.13,0,0,0,0,0,0
"Otu00279",0.06,0,5,0,0,3,0.01,0.02,0,0.21,0.01,0.24,1.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00271",3,1.62,2,3,0.01,0.35,2,2,0.69,1.24,0.04,3,0.02,0,0,0.05,0,2.78,1.08,13,1.4,1,0.04,13,0,0.02,5,0,0,0,1,0.01,1,1,2,0,0.01,0.02,0.02,0.01,0,0,2.8,0,0.55,0,0,1,19.47,0,0.01,0.09,3,0.08,0,0,12,1,0,0.17,0.02,1,0.07,0.15,0,0.01,1,0,0.01,12,0.02,0,0,0.22,6,0,0.01,0,0,0.05
"Otu00516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,2,0,0.28,0,0.04,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.02,0,0,0,0,0.01,0,20,0,0,0,0,0,0,0
"Otu00163",0,0,0,0,0,0,0,0,0,0,92,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0.14,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0
"Otu00557",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00061",0.03,0.01,0,0,8,0,9.94,0,0.14,0,0.01,0,5,2,5,0,0,0,0,5,0,3,4,0,0,8,4,0.68,0,0.03,2,0.08,1,0,0,0.1,0.03,0,0,0,19.01,0,0,1,0.07,0,2,0.74,0.02,0.08,7,0.01,0.01,0,0,0.03,0,0,0,0,0.01,0,0,72,1,30,0,0.05,1,0,0.02,7,0.47,0,0,0.05,0,0,0,19.99
"Otu00374",0.02,0,0,1,0.01,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.11,0.01,0,0.01,0,0,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,1,0,0.02,0,0,0,0,0,0,0,31,0.01
"Otu00217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.01,0,0,0,0,0,0
"Otu00287",0.57,0,1,0,0,0.02,0,0.02,0.01,0.07,2,0.01,6,0,0.05,0,7,0,0.6,0,0,52,4,0,0.08,0.04,1.05,1,1,0,0,0,0,0,1,0.02,0.01,0,0,0,0.01,0.01,0,0,0,0.88,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03,0,0.22,0,0,0.09,0.02,0,0,0,0,0,0,0.03,0,0,0,0
"Otu00362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Otu00048",0.01,0,0.01,0,246,0.01,0.4,1,0.06,0,0,0.01,0,8,0,2,5,0,0,0,0,0.42,3,0,0.07,2,275.65,0,0,0.02,0.03,1.29,0.25,56.51,0,26,0,2045,0.01,0,1177.17,0,0,0,2.52,28,28,7.82,0,537.57,0,0,4.62,0.03,0,0,0,0,74,0,0.31,0,0,0.72,0.35,0.58,0.02,0.02,205,0,28.98,106.91,216.76,0,0,0.02,0,0.91,0,1
"Otu00051",13,205.21,33,2,3,3,99,341.78,44,10,4,108,9,4,7,4,2,6.24,39.2,1,10,0.56,5,2,37,264,4,14,19,4,12,0,156,20.76,11,0.03,36.2,5,89.41,14,5,12,42,152,1,13,100.21,3,9,5,17,81,0,45,106,46,0,20,13,8,50,0.19,61,123,4.18,5,0,28.12,0.64,0.01,0.03,35.23,0.1,0.08,51,2,0.35,20.36,1,4
"Otu00009",2798.1,0.01,67,67,1,4,2004,481,17,2340,15.74,362,4.4,0.44,0,49,0,11.08,206,72,9,0,0.01,1,0,2101,2913,2.53,38,0.14,2,0.2,0.23,652,4,14.09,0.05,2,20,0,1691,9.34,134,0.01,7.82,0,8,316,2,1619,0,0,0.02,450.08,0.02,0.01,0,0,1,0,0.01,749,0.03,755,0.01,11,1.95,0.02,2,0.01,97,100.12,35,0,0.02,14,0,0.01,31,209.59
"Otu00726",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00346",0.26,0.01,0,0.01,0.01,0,18,2,3,0,0.04,0.52,0,0,0.02,0.15,0.09,0,0,0.51,0,0,0.02,0,0,1,0.01,1,0.01,0,1,0,1,1,0,0,0,0.02,0,0,0,0.01,2,0,0,0,0,0,0,1,0.02,1,0.03,2,0,0,0.21,5,0,0,0,1.77,0.04,0,0,0,1,0.09,0,0,0.02,0,0,0,0,0,0.01,0,0,0
"Otu00064",0.2,32,178,0,0.02,0.07,0,2.61,0,0.47,0,0.02,1.86,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00498",0.01,0,0,0,0,0,0,1,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0.16,0,0,0,0,0,0,0,0
"Otu00057",29,194,79,3,104.02,21,14,20,102,71,2,78,38,64,9,5,2,11.37,31,1.07,10,0.09,0.01,2,5,284,0.01,56,18,11,10,0,440.91,2.16,30,1,42,0,2,0.05,0.01,16,8.18,81,0.13,86,0,0,1.16,5,4,16,9,0,0.01,44,0,0.99,0,0.56,0.06,5,5.23,0,0,0,0.33,2,0,0.07,0,0,0,0.58,85,0.59,27,0.46,1,0
"Otu00533",0.22,0,4,0,0.03,0.03,0,2.18,1,0.11,0,0.01,0.03,0.02,0,3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00007",380,134,193,291,132,172,368,154,355.19,556,172,515,651,53.08,127,1.17,21,148,233,7.45,372,3710,39.17,0.01,341,46,0,626,35,444,3,4,3,0,269,757,533,0.47,8,0.09,27,408,97,1,0.12,47,0,126,9,0.17,1.23,0,1674,15,14.81,270,1252,0.01,10,83,27.15,0.01,503,0,0,1,26,73.52,3,2,0.09,0.16,0,29,202,64.5,0.4,8.18,65,0.02
"Otu00431",0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.47,0,0,0,0.15,0,0,0,0,3,0,0,0,0.1,0,0,0,0,0,0,0,0.29,0,0,0,0.3,0,0,0,0.01,0,0,0,0,0,2,0,2,0,0.02,0,0,0,0,0,0,0,0,0.01
"Otu00313",0.01,0,0,2,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0.56,0,0,72,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,2,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"Otu00407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00035",9.11,0.26,100,0,47,249,9,74,2,2304,0.05,454.06,50,1100,6.71,20,0.17,0,4.17,0.75,0,0.9,1,0.08,2,1,1.46,0.01,0,556,7,0.08,47,1.46,5,0,10,0.01,7,0,0,85,0,0,0,43,2,0,1,84,0.08,0,0.02,0.01,1,0.02,5,0,0,1,0,5,0.03,0.06,79,0,0.49,0.01,0.01,2,0,0,0.47,5,34.08,0.12,0,30,2,0
"Otu00438",1,0.12,0.05,0.01,0,0.02,1,0.02,0,0.05,0.02,1,0,0,0,0,0,0,0.17,0.11,0.01,0,0,0.04,0.01,0,0.01,0,0,0,0.01,0.04,0.18,0.02,2,0,1,0,0,0,0,0,1,1.13,0,0,0,0,0,0,1,0,0,0,0.03,1,0.03,0,0,1,0,1,0,0,0,0,0,0,0,1.61,0,0,0,1,0,0,0,0,0,0
"Otu00404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00548",0,0.01,0.02,0,0,2,0,0,0,0,0,0.04,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,1,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00754",2,0.03,1,0,0,0.02,0.01,0.03,0,0.07,0.03,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"Otu00714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,1,2,0,0,0,0,1,0,0,0,0.02,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0
"Otu00296",0,0,0,0,1,0,0.05,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00278",0.19,0,0.14,9,0,7,0.18,0,0.22,8,0.01,3,1,0.01,0,0.01,0,1.94,0,5,0.54,2,2,0,0,0,5,0,0,0,0,0,0.06,0,0.03,0,0,0,0.37,0.01,0.15,0.79,0.15,0,0,0,70,0.16,0.11,0,0,0.09,0,0,0,0,0,1,0,0.01,0.08,0,0,164.11,1,3,0,0,0.31,0,0,0.47,11.98,0,1,0,0,0,0.1,2
"Otu00270",0.01,1,0,4,0,0,0,0.01,0.03,0,0,0,1,0.06,2,0,1,1,0,0,0.3,0,0.01,0,0.35,74,0,0.72,0.01,0.04,0,0,6,0,0,0,1,0,0,0,0,0,1,0.12,0,0.36,0,0,0,0.22,2,6,0.01,0,0,0.01,0,0.09,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.01,0,0.24,1,0,0,0
"Otu00312",0.17,0,0.5,2,2.21,1,2,0.2,24,0.14,0,1,0.02,0.02,0.02,2,1,3,0,9,0.18,0.01,0.01,0,1,0.02,0,0,0,0,0,0,1,0.05,0.05,0,1,0,0.01,0,0,1,0.06,0,0,7.96,0,0,0,0,0.02,3,0,0,0,0,0,1,0,0.05,0,0.14,0.06,0,0,0,0,0,0,1,0,0,0,0.07,0,0,0.01,0.04,0,0.05
"Otu00079",0,0.01,0,6,1,0,25,0,0.03,0,0,0.03,0,0,0,0.01,0,3,0,0.66,0.41,0.05,0,0.01,0,0.02,0,0,0,0,0,1,2,0,0,0,0.01,0,0.02,1,0,0,0.01,0,0,0,6,0,0.01,0,0.02,0,0.02,0,0.06,0,6,0,0,0.31,0.24,0,0,5,0,0,0,0,0,0,0,0,1.27,0,12,0,0,0,0,0
"Otu00177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.09,0,0,0,14,0,0,0,0,4.32,0,0,0,93,0,36,0,20,0,0,0,0,0,0
"Otu00019",36,6.64,227.99,0.09,10,22,157,3,0.21,142,2196,119,1.42,90.33,17,40,1,0,5.63,37.68,0.01,0,0,0.05,0.1,566.91,7.49,1,1,1070.5,1,0,1,1,1,0.61,1,0.02,775,7,38.04,21,0.82,0,0,201,185,4.03,0.01,92,0.01,0,0,0,51,0,0,0,1.08,0.11,9,2,2,6,0,383,0.05,3,0,1,508,7,1,0.27,2,0,0,0.59,0.12,1
"Otu00152",0,0,0.01,0,0,4,0,0,0,0,0,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"Otu00307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
