"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00054",136,2.09,3.67,830,3,2,9,208,263.87,1,144,1,0.78,1,0,0,0.01,0.06,15,0,4,57,0.01,23,2,0,0.03,0,1,29,11,5,0.29,0,0.01,297.19,2,0,31,3.68,7.35,0.01,0.08,0.09,0.01,0.08,0,0.02,0.01,0.14,0.07,0,27,0.03,2,90,0.52,0,216,1,0.03,0.46,7,212.5,1,4.38,0.06,3,0.34,29,8.53,66,0,1,29,0,14,2,1.12,8
"Otu00413",0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,1,0,58,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0.01,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00104",40,60.15,0.38,7,3,9,0.51,7,4,0.17,1.27,1,17,1.8,0.01,0,0.01,0,2,18,0.01,6,2,1,0.02,1,0.07,3,0.02,0,1,119,0,1,0,3,0,1,0.01,0.01,0.01,0.17,0,0.49,1,0,50,2,0,0,0,0.91,4,0.02,27,0.33,0.05,0,0.46,0.02,5,0.02,0.01,2,0.23,0,0,5,7,0,1,0.12,0,1,3,0.01,2.52,0,0,14
"Otu00166",0.01,0,0,4,0,11,0.03,0.08,0.15,0,0.02,2,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00009",1.88,0.35,67,0.01,1,2.3,2.36,2.28,17,2340,12.9,362,0.11,0.05,19,49,1,1155.44,206,72,9,0,0.09,0,0,2101,2913,1.99,38,6,2,0,1,652,4,0,462,2,20,130.08,1691,0,134,1,0,0.44,8,0.15,2,1619,53.93,0,0,151,0,7.14,569.77,0.23,0.14,0.72,1137.85,749,1349,755,0.08,11,30.91,0,0,0.32,0,0.03,35,0,0,14,0,116,31,0
"Otu00022",5,1.04,16,0.62,22,15,11,26.46,332.03,0.06,2,49,1.12,0.09,1,0.02,0.76,0.03,68,0.01,80,2.77,0.38,0,5,1,0,2,0.08,1,1,0.05,0.06,0,44,20,0,26,0.05,0.01,0,0.07,0,1.82,0.51,0.13,0,8,1,0,0.09,0,29,15.23,0,0.04,0,0.11,0,0.02,0.01,0.01,0.01,0,0.09,0.03,0.01,47,52,0,1,0,0,0,0,1.01,0,1,0.61,0.14
"Otu00745",0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,3,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00132",0.01,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,1,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,0,0,0,0,0,0,0,0,0,0,0
"Otu00519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0
"Otu00059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00524",0,0,0.01,0,0,0,0.02,0,0.01,0.09,0,0.01,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01086",0.01,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.03,0,1,0,0.01,0.01,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,1,0,0,0,0,0
"Otu00298",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.12,0.07,0,0,0,0,0.1,0.13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.02,0,0
"Otu00041",65.15,3,5,7,5,17,6.68,3.79,8,0,77,23,3.69,12,3,8,22,0,0.12,59,12,0,10,302,8,1,0.52,2,0.02,0.02,7,5,0.04,0.03,0.06,6,0.09,21,5.42,0.03,9,0.84,0.13,13,7,0.17,0.01,238.06,5,15,8,15.39,0.24,4,4.55,7,19,92,100,0.47,43,11,1.52,14,39.47,0.05,1,22,4,70.89,0.19,6,0,5,17,0.05,0,0.01,0,0.66
"Otu00258",0.01,4,2,0,0,0,0.01,0,0,32,0,0,0,0,0,0,0,0,0.25,0,0.01,0,0,0,0,0.15,0,0,0,0,0,3,0,0,0,0,0,0.01,0,0,0,0,3,0,0.03,4,0,1,0,0,0.02,0,0,2,0,0,0.75,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0.07,0,0.01
"Otu00833",0,0,0,0,0,0,0.01,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0,0,0,0,0,0,0.07,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,1,0.61,0
"Otu00300",0.05,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0,0,0,0,0.12,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00013",3,5.28,5,718,36,2.29,159,10,13,43,794.42,21,2,11.94,15,126,25,0.34,2,193.26,179,124,0,79,2,12.4,39,650.16,1,156.87,6,11,4,896.09,12,44,2.96,0.04,2382,340,70,9,24.29,8,0.01,303,111,0,666,11,1.23,112.32,1,196,119,548.78,483.98,27,287,93,1090,23,230,29,18,2,8,125.33,4,1,126,134,167.38,64.69,21,64,4,1.09,0,62
"Otu00951",0.01,1,0,0,0,1,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00594",0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Otu00236",0,0,29,0,0,3,0,0,0.01,0,0,0,0,0,7,1,0,0,7,0,0.02,0,0,0,0,6,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.03,0.27,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00211",28,22,7,0,0,0.44,0,2,49,0.01,0,1,0,0,0,0,0,0,71,0,0.21,29,0,0,0,16,0.03,0,1,0.1,0.49,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0.67,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,4.96,0,0,0
"Otu00386",0,0,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.56,0,0,0,0,0,0,0,0,0,0,0
"Otu00075",0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.01,0.12,0.02,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0.01,0,7,0,0,0.02,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.24,0,0.02,0.01,0,0,15,1,0,0,0,0,0.03,0,0,0,0,0,0,0,0
"Otu00261",4,8,1,0,0,2,0,0.02,2,0.09,0,0.01,0.02,0,0,0,0.01,15,0.03,0.1,0.03,0.29,0,0,0,0.12,0,0,0,0.01,0,0.06,1,0,0,0,0.02,0,0,0,0,1,0,0.04,0,0,0,0,1,0,0,8,5,0.59,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"Otu00130",0.02,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,1,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0.01,0,0,0.29,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Otu00629",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Otu00339",2,0.11,7,0.02,3,0,0,0.01,0.02,0.21,0.12,0.06,2,0.04,0,0,0,1,0.15,0,0.01,0,0,0,0.01,0,0.03,0.03,1,0.02,0.01,0,0,0,0.01,0,3,0,0,0.02,0,0.02,0.08,0.09,0,0,0,0,0,0,0,0.01,0,7,0,0,2,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00562",0,0,0.01,0,0,0,0,0,0,0,0.11,0,0,0,0,0.09,6,0,0,0,0,0,0,0,0,7,0.26,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00109",0.01,0,0,0.26,1,0,0,0,0,0,0.08,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.02,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.08,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,3,0,0,0,0,1
"Otu00682",1,0.18,0,1,0,0.01,0.01,0.01,2,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0.23,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0.12,0,0,0,0,0,0,0.09,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"Otu00119",5,19,141.86,5.89,0.04,11,9,5,21,66,0.01,11,1,2.45,0.07,0,0,0.03,7,2,14,0,1,1.05,0.02,3,0.03,0.44,1,1,0.01,0.88,284,0.2,0.21,3,0.01,4,0.17,0.02,0,3,2,56,0.26,4,0,2,0,0.03,0.2,1,0.13,0.06,11,1,5,0,0.81,0,1,0,0.07,13.63,0,0.01,0,0.02,0,1,0.02,0.19,0,1.54,7,1,0,0.11,0,0.01
"Otu00111",1,16,2,2,2,0.02,1,0.01,11,1,4,17.89,10.46,4,2,0.02,0,3.99,2,18.91,4,0,0.02,0,0.15,27.68,0,0.28,0.02,2,0,45,46,21,5,4,2,0.01,0.01,0.02,0.01,1,0.01,143,0.02,1,0,0.05,0,3,2.42,5,0,17,0,5,1,0,0,1,3,0.02,0,7,0.02,0.03,0.08,0.01,0,0.23,0.02,0.02,0,0.39,0.07,1,0,0.04,0,11
"Otu00067",29,0.1,0,9,3,0.01,0.5,31.4,1.37,0.02,47,19,0.2,0.01,0,0,0,0.04,0,0.02,0.04,0,0,0,7,0,45,0,14,0.03,24,0,0,0,0.05,2,1,0.06,0.01,152.26,0.01,0.36,0.15,4,0.08,0.16,0.41,10,0.01,0,0,0,0,0,0,0.49,0.01,25,0,24,0.42,2.04,1.36,3,0,0.02,0.03,0,0,0,0,0.05,0.7,0,0,0,0,0,0,0
"Otu00553",0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.01,0,0,0,0,0,1.05,0,0,0
"Otu00006",1335,498,0.21,952,40,49,1410.12,64,336,324,598,13,598,76,316,102,300,617,1.29,0.02,2.02,35,131,0,357,2182,15,806,16.86,0.01,2788,0.03,0.99,1,64,211,471,32,5.93,9,0,305,660,206,109,383,3,710,240,238,519,0.05,0.03,0.13,2,720,1.38,60,0.01,30.05,2,677,224,11.45,2389,0.43,387,1,5,1,0.03,0,7,58.3,0,89,9.9,15,20,0
"Otu00361",1,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00142",0.37,0.01,0,0,0,0.01,0,159,0.01,0,0.01,49,0,0,0,0,0,0,0,0,0.03,0,0,0,308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.31,0,0,0,0,0,0,0,0,0.1,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"Otu00037",25,65,17,48,42,22,17,15.06,30,157,32.78,13,1867,11,21,10,0,0,2.24,0.09,17,0,0.1,0,0.15,60,0,3,0,2,0,0,21,0.03,0.01,1,0.09,0.57,9,0,127.98,7,0,41,0.03,0.01,0,0.03,0.17,0.62,286,0.02,0,6,0,28,26,12,0.09,0,64.39,0,0,37,2,1,0,0.01,0.07,0.19,0,2,0,0.03,0,0,0,4,2.28,0
"Otu00363",4,2,0.01,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0.15,0,0,0,0,0,1.1,0.02,0,0.1,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"Otu00383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0.11,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"Otu00033",0.21,0.04,8,52.73,3,4,33,0.72,44,158.92,362,60,4,35,11.76,18,5,5.17,11.41,0,50,0,25,0,63.51,0.09,0.24,11,0.03,9,0.46,42,1,53,4.76,27,11,0.28,3,0,0.14,6,2,58,1057,1.5,0,114,387,0.61,0.05,0,0,69,0,0.1,0,92,0.05,0,0.01,0,0,0.11,1075,0.05,23,2,17,0,0,0,0,0,0.07,6,0,3,1.61,17
"Otu00655",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Otu00345",0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00089",0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0.04,0,1,0,0,0,1,0,0,0,0.01,0,0,0,58,0.07,0.21,0,0,0,247.05,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Otu00662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00255",0,0,0,0,0,0,0,0,0,4,0,0,0.02,13,0,0,0,0,0,0,0,0,2,3,0,0,0.01,0,0,0,0,1,0,0,0,0,0.1,0.16,0.29,0,109,0,0,0,26.3,0,0,45,0,0,0,0.01,0,0,0,0,0.15,0,0,0,0,0,0,0,0.02,0.31,0,0,0,0,6,0,0,0,0.17,0,0,0.14,0,0
"Otu00319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,64,0,0,0
"Otu00438",1,1,3,2,0.02,0,1,0.72,0.21,0,0.01,1,0,0,0,0,0,0.04,0.06,0,5.35,0,0,0,0,0.05,0,0,0,0.07,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.12,1,0,0,0.59,0.02,1,0,0,0,0,0.01,1,0.03,0.15,0,0,0.03,0,0,0.24,0,0,0,1,0,0,0,0,0,0
"Otu00039",109,54,0.03,0.29,18,11,0.02,106.72,4,158,32.78,177,122,260,1.47,12,11,123,0,0,0.05,0,5,0,43,13,11.32,111.75,36,0,3.85,0,0,7.53,18,0,142,22,0,0.07,0,5.01,138.81,0.29,45.76,217,0,10,1,0.66,0,0,0,0,0,0.07,0.83,0,0.01,0,0,0,0,0,4,0.01,21,0,0.02,0,0,0,0,0,0,3,0,27.97,0,0
"Otu00154",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.01,0,0.06,0.01,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00189",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Otu00436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"Otu00066",35,6,1,2,16,0.03,22.39,23,48.22,2,266,20,6,2,0.06,11.09,593,4,8,0,5,1,0.54,48,4,0.4,32,5,6,1,4,0.05,3.86,0,5,9,3,0.14,0.01,81.48,0.03,2,23,29,8,3,1.89,36,35,10,15,0.14,8,8,284,0.79,2,33.65,1,2,0.06,3,135,0,54.48,2,1,0.03,0,0.05,5,18.38,0.68,1,8,42.36,1,0.05,0,0.01
