"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu93",9,6,6,0,6,0,0,6,0,6,0,0,19,23,0,0,13,0,18,0,2,0,0,0,0,39,0,0,0,0,0,0,0,6,0,0,0,3,8,8,0,39,0,1,7,0,16,0,0,26,0,1,11,0,77,0,0,0,0,0,4,142,48,0,0,14,0,0,0,0,0,0
"Otu67",0,0,0,11,0,0,7,0,18,0,0,0,0,0,10,0,4,21,161,0,0,4,0,0,1,0,0,0,0,0,0,61,67,0,0,0,0,0,53,0,3,0,0,0,0,0,103,27,42,0,0,0,0,91,6,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,45,0
"Otu326",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,30,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu746",33,0,0,53,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu523",0,13,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu79",0,1,1,11,2,0,0,43,0,45,0,0,50,18,23,0,56,0,17,80,0,0,0,2,11,0,0,0,0,18,0,99,32,14,0,3,0,0,37,0,0,0,0,90,82,11,43,0,0,32,0,14,172,0,6,0,5,0,0,10,0,0,4,0,0,1,0,0,0,0,0,0
"Otu705",0,0,0,0,8,4,0,0,14,11,0,0,0,0,0,0,3,17,0,0,1,1,2,1,0,0,0,0,1,2,14,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"Otu923",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,7,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"Otu490",7,41,0,10,6,0,3,6,0,11,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu4",1342,1514,1180,4349,1186,4024,5124,5114,0,0,21,0,0,1,4071,5919,4354,5,0,3629,4383,0,0,0,6,0,420,2569,2119,0,0,0,0,0,3108,0,0,0,0,6059,4390,4575,0,10,0,0,8708,4986,0,5154,0,0,0,0,0,0,6,0,0,6568,7372,0,5994,0,0,0,0,0,0,0,0,0
"Otu517",0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"Otu98",126,167,20,64,0,24,352,13,0,0,0,0,0,0,103,0,208,0,11,0,163,0,0,41,0,0,0,0,0,0,34,9,0,0,122,0,0,0,583,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,120,0,59,0,25,21,0,0,0,0,0,0,0,0,0,0,0
"Otu197",13,14,0,0,0,0,11,1,0,0,49,0,0,0,8,2,0,0,0,0,5,0,0,16,0,0,0,0,6,0,0,0,58,0,0,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu221",7,34,6,10,18,0,7,4,0,13,0,10,20,8,0,0,5,7,10,7,5,0,12,18,3,0,0,0,9,0,6,8,5,0,9,1,0,24,0,4,5,3,0,19,0,0,0,10,6,0,13,5,0,9,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0
"Otu154",9,0,0,82,0,0,0,0,0,0,0,0,4,0,0,0,0,37,0,0,0,319,0,0,0,67,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu635",5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,9,2,0,1,0,0,2,0,0,0,4,3,2,2,0,0,0,0,0,2,0,0,0,0,0,4,0,1,3,4,0,0,0,3,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Otu327",1,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,0,0,23,0,0,3,0,0,0,0,0,0,0,50,0,2,0,0,2,2,2,24,1,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu410",12,1,3,0,0,3,0,5,8,4,10,2,18,2,0,0,0,5,17,3,0,9,0,0,3,0,0,4,0,6,0,0,5,3,4,3,0,0,0,0,8,1,0,20,2,1,0,0,0,0,7,0,3,3,6,1,2,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0
"Otu454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"Otu638",5,0,3,0,0,0,1,3,4,0,0,1,0,1,0,3,0,0,8,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu211",4,1,0,4,0,0,4,6,0,0,0,2,33,0,74,0,12,0,0,0,0,7,8,2,11,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0
"Otu870",0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu23",10,18,3,23,34,6,8,14,0,37,104,76,142,47,15,0,3,37,0,0,0,53,175,10,0,34,0,21,15,28,0,0,50,11,39,4,87,84,38,0,40,35,0,99,19,7,16,123,28,0,17,59,6,0,11,0,2,75,0,0,5,0,2,3,121,55,0,169,60,1,0,30
"Otu324",0,0,0,13,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,92,0,0,0,0,0,0,0,23,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu412",3,4,61,0,0,0,0,0,20,0,2,0,0,0,10,0,11,0,0,0,0,5,0,0,5,3,2,4,0,2,0,0,17,0,0,0,56,5,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Otu859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,1,1,1,1,3,57,0,0
"Otu22",36,24,6,29,135,0,8,0,34,57,0,73,84,0,14,4,19,57,167,24,0,83,81,18,0,65,5,0,25,75,7,18,101,9,7,20,58,620,191,0,45,6,0,148,104,73,19,30,22,0,24,29,14,14,24,0,0,159,0,3,1,0,0,0,128,49,29,82,9,86,37,23
"Otu402",6,3,0,0,2,2,5,0,4,0,0,2,4,1,0,0,4,0,0,6,0,6,6,0,15,0,16,0,3,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu208",12,0,45,5,37,20,0,0,0,0,0,0,0,0,0,77,0,0,0,313,21,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu811",1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu43",0,0,0,0,0,0,0,33,0,0,53,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,69,1338,0,0,0,0,0,0,405,0,0,0,1,382,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu268",20,0,0,29,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,0,4,0,0,0,0,0,0,225,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu745",0,0,0,0,0,0,0,5,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu188",0,33,0,26,3,51,8,0,20,32,20,0,0,106,14,0,17,49,144,17,10,5,54,16,0,4,18,37,26,70,0,37,4,143,10,25,0,0,39,0,20,32,7,26,11,5,0,10,48,3,0,53,0,17,132,77,6,0,0,18,10,8,11,0,73,0,14,26,19,62,19,10
"Otu516",3,0,0,0,2,0,0,0,0,2,10,0,0,2,0,0,1,2,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu658",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu242",9,7,1,8,37,0,5,4,0,29,13,6,47,13,0,5,0,12,14,17,1,0,28,9,14,4,30,2,0,13,0,0,3,10,6,3,0,6,1,17,0,0,0,0,0,0,2,9,4,0,5,0,0,0,3,2,0,0,0,0,0,11,0,2,0,9,0,0,0,0,0,0
"Otu619",0,2,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,14,0,0,0,8,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,71,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Otu129",1,0,1,3,0,0,0,1,0,24,0,0,11,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,0,0,0,18,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Otu448",6,0,3,0,0,1,0,2,0,2,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu430",0,3,0,10,0,1,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu796",0,0,0,0,0,0,2,0,1,1,8,0,0,9,0,0,3,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu169",3,0,37,6,0,0,0,0,13,15,9,10,13,0,0,0,14,0,48,0,0,1,6,1,6,4,8,0,0,7,0,3,12,17,0,3,10,74,0,17,8,5,0,38,38,2,38,13,0,0,6,1,97,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
"Otu784",2,0,5,1,1,0,0,49,0,0,0,1,0,2,0,0,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu46",13,220,0,731,0,147,127,541,0,0,0,74,0,0,0,116,10,0,0,1,758,0,0,41,0,0,0,264,0,0,0,0,0,0,51,321,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu704",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,1,0,0,0
"Otu165",5,0,8,0,12,7,0,3,28,0,0,0,0,0,0,0,38,0,27,16,3,2,63,0,0,0,0,63,24,0,0,0,0,0,16,2,0,0,0,0,3,20,0,0,0,0,9,3,31,0,0,0,0,0,70,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Otu260",0,0,3,0,7,0,0,0,0,0,1,20,24,0,3,0,3,6,0,0,0,0,0,0,3,0,0,3,0,6,1,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,51,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu427",0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu68",0,0,1,0,35,0,16,74,0,0,0,0,0,0,0,23,30,0,0,0,0,0,58,49,0,0,0,0,68,0,47,0,0,0,434,0,0,0,0,124,0,0,76,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Otu586",0,1,0,0,1,0,0,0,0,2,15,0,4,0,0,0,1,0,4,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu608",2,0,4,0,15,0,0,5,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu139",6,3,9,1,17,4,5,0,0,9,0,6,0,7,3,1,31,0,0,0,0,40,44,9,35,32,5,33,15,9,4,0,1,1,0,8,8,12,11,6,0,9,0,5,33,17,1,2,2,10,2,3,0,2,0,7,2,0,0,0,1,5,0,13,16,3,39,8,0,0,0,1
"Otu434",5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,9,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"Otu466",2,4,0,0,0,0,1,5,0,2,0,0,0,0,0,1,0,0,0,34,0,21,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu500",0,0,0,1,0,0,0,0,1,4,7,2,0,0,8,0,2,2,4,0,0,0,0,0,3,0,0,0,2,2,1,4,3,5,1,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4
"Otu548",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu764",8,0,0,0,12,0,0,1,0,10,4,0,0,2,2,0,1,0,6,5,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu285",5,0,9,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,33,0,0,0,0,0,0,0,0,5
"Otu147",0,0,6,1,3,0,0,1,1,1,7,4,1,0,0,0,2,2,0,0,0,0,0,1,1,12,0,2,0,2,0,0,0,2,0,0,11,6,0,0,8,0,0,7,5,0,2,0,2,7,2,8,0,0,0,5,0,5,35,0,0,2,0,0,0,8,0,0,0,31,0,0
"Otu304",3,10,12,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,4,0,0,9,0,0,0,0,0,0,18,13,0,0,0,0,1,0,4,0,15,1,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Otu118",195,66,329,8,50,9,34,48,116,24,67,0,0,0,17,25,0,14,13,33,46,1,43,50,0,135,19,73,15,186,0,72,100,18,31,9,0,118,0,0,97,0,11,0,0,31,14,0,0,0,0,54,91,71,0,25,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
"Otu103",42,1,74,80,0,6,6,65,36,0,0,25,0,55,0,11,59,36,212,262,1,0,40,39,10,7,0,115,41,75,12,0,0,113,0,59,0,0,267,31,0,85,6,196,66,4,70,6,68,16,52,110,77,0,0,39,13,0,12,0,2,196,0,39,0,77,0,0,24,0,18,13
"Otu752",0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0
"Otu123",5,3,6,0,11,0,0,23,11,4,17,0,1,32,0,5,0,34,0,0,0,7,31,5,0,0,2,0,8,1,2,5,0,1,59,0,0,0,2,0,0,0,0,0,2,0,0,0,3,410,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu282",0,0,5,8,1,1,34,0,0,0,0,0,6,0,1,0,1,4,0,0,27,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,9,242,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,174,0,0,0,0,0,0,0,0
"Otu322",0,0,0,0,4,0,0,0,0,0,0,10,19,0,4,0,0,2,0,0,0,0,0,0,1,0,0,7,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu106",40,16,128,0,118,5,137,39,74,0,221,127,12,0,48,0,92,0,18,48,3,0,26,6,24,0,24,0,43,0,0,0,0,8,16,3,0,0,0,41,5,0,0,0,0,0,46,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu286",2,1,3,0,2,5,0,11,4,7,0,1,0,0,0,0,0,10,5,6,2,0,6,1,0,0,0,0,2,0,3,4,0,4,5,2,7,0,0,5,0,1,0,0,0,0,7,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu767",0,1,0,0,0,0,1,0,1,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu627",0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,9,2,0,0,3,2,0,0,2,0,0,3,0,0,0,3,0,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu830",0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,1,4,0,0,4,0,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu125",12,25,9,13,5,11,7,0,18,8,28,3,3,3,0,1,5,10,59,16,1,1,0,0,1,0,0,12,2,13,6,0,16,10,21,3,0,0,14,9,6,8,0,9,5,4,3,0,38,0,60,0,0,0,21,197,7,10,0,0,0,33,0,11,0,0,0,0,0,4,9,7
"Otu95",0,0,10,0,22,25,14,0,19,35,32,17,0,12,24,0,28,19,37,11,12,4,0,67,0,8,0,42,0,44,20,27,0,11,12,18,0,37,13,28,9,16,3,31,6,24,6,0,33,11,35,0,0,0,40,94,24,0,0,0,22,0,0,3,0,0,0,0,14,0,0,57
"Otu69",35,113,53,49,78,0,0,34,80,33,92,0,56,0,22,27,0,7,58,0,0,111,0,77,0,20,32,52,48,80,20,55,145,91,116,44,187,28,111,39,70,71,5,123,263,52,26,32,36,0,105,43,182,25,0,60,0,240,122,0,7,71,0,0,162,75,107,168,121,67,79,63
"Otu99",13,0,0,1,3,0,0,0,0,0,0,0,223,25,0,0,66,0,0,0,0,0,0,0,0,588,42,0,0,0,24,0,0,0,0,0,560,0,0,0,0,2,0,0,0,32,0,16,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu210",0,0,0,0,0,0,11,0,1,15,0,0,0,130,0,0,0,0,0,0,0,0,50,0,6,0,0,0,0,0,0,21,0,0,0,2,0,0,6,0,4,6,0,14,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,2,0,0,0,0,78,0,0,0,0,0,0
"Otu486",0,5,32,4,8,12,0,24,0,0,0,0,1,0,0,0,0,0,0,22,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu472",0,5,4,0,2,4,0,1,10,0,2,1,5,1,0,1,2,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
