"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu56",0,26,0,0,0,0,0,0,0,0,0,470,0,0,678,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,26,0,0,0,0,535,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu656",1,0,10,0,0,0,0,1,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu117",0,1,94,32,0,834,0,0,0,0,0,0,0,0,220,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu262",0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,19,77,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Otu462",15,0,7,0,1,2,0,10,0,0,2,0,35,4,0,0,0,0,0,0,3,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu38",0,45,10,69,78,0,77,35,10,25,0,125,195,3,19,17,34,14,45,0,22,5,14,27,21,154,0,67,0,0,18,34,43,17,19,29,0,102,0,50,0,0,1,92,0,33,12,25,29,0,0,0,0,45,0,59,13,0,0,52,0,101,0,21,105,9,0,0,49,0,0,0
"Otu12",0,77,365,0,0,0,166,0,0,0,0,916,0,0,219,491,0,0,0,91,0,0,0,0,0,0,0,263,2223,1250,0,15,0,0,0,0,0,0,0,1271,0,1999,949,0,0,0,0,0,3943,1542,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,0,0,0,0,0,0,0
"Otu526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,18,0,0,0,0,1,0,0,0,0,0,5,0,6,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu164",1,9,164,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,109,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu207",0,4,8,3,5,2,2,12,0,21,0,0,36,11,1,1,16,15,11,0,1,49,18,0,0,0,0,16,10,0,2,0,57,2,0,3,3,9,20,1,14,5,0,8,35,11,0,2,10,6,7,1,24,0,35,4,5,0,0,0,2,7,6,0,0,2,35,20,12,15,62,0
"Otu647",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"Otu195",0,0,0,0,140,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,47,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
"Otu197",13,0,0,0,7,0,11,1,0,0,49,25,0,0,8,2,0,0,0,0,5,4,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu67",0,0,0,0,0,0,7,0,18,0,0,0,0,17,10,0,4,21,0,0,0,4,0,0,1,0,0,0,0,0,0,61,67,0,0,3,0,265,53,0,3,0,0,0,0,0,103,0,42,0,0,0,0,91,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,45,0
"Otu687",0,1,7,0,0,0,0,1,3,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu136",0,47,0,49,0,0,33,6,0,0,2,36,0,0,0,16,0,0,0,1,118,0,0,12,0,0,22,0,0,0,42,0,0,0,6,407,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0
"Otu20",2,0,0,0,0,0,0,0,0,0,0,411,21,2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,54,152,1,0,0,0,0,0,0,0,0,0,0,114,1,2,87,254,0,0,0,0,0,903,0,0,327,0,0,0,0,0,0,445,0,359,0,570,135,327,0
"Otu792",0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu630",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu537",0,0,32,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu446",7,1,0,4,0,3,2,0,0,23,0,0,0,11,0,0,21,1,0,2,7,0,0,4,0,0,0,0,0,12,3,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu430",0,0,0,10,0,1,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu923",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,7,1,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu466",2,4,3,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,34,0,21,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu32",129,42,1074,17,9,5,6,71,19,0,0,0,10,64,0,1,234,26,14,0,0,0,0,18,0,20,0,10,7,7,0,18,549,24,13,5,0,41,15,0,0,0,0,0,0,11,37,8,0,23,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Otu161",1,0,13,6,24,0,0,26,32,4,0,1,0,27,8,0,5,0,0,4,0,0,0,1,0,0,0,2,0,105,2,3,1,7,0,5,4,81,0,5,5,0,0,0,0,11,3,19,1,0,6,0,12,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,2,0,0,12
"Otu348",0,0,0,0,11,0,3,0,5,8,21,0,2,2,0,1,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,12,11,6,0,0,0,15,3,0,0,71,0,0,15,52,4,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,7,1,0,0,37,0,0,0,45,0
"Otu111",0,18,0,1,163,0,0,0,0,29,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,0,0,0,0,0,17,0,9,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu9",303,32,8,28,50,19,0,1,0,74,0,9,106,0,40,0,35,0,95,44,59,0,503,16,64,0,148,78,13,35,0,16,180,91,0,1,161,0,48,0,96,221,0,0,100,33,36,8,12,0,0,34,35,0,1063,120,148,259,623,21,14,360,0,256,0,79,0,1315,625,0,1342,0
"Otu489",0,3,0,0,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu131",49,1,0,24,1,0,0,0,0,0,0,0,3,0,0,0,0,120,0,9,0,0,97,0,0,0,0,0,0,0,0,0,14,662,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu78",2,0,0,0,0,0,10,40,0,2,38,6,21,3,16,9,4,0,0,42,1,16,16,0,3190,30,19,0,3,2,9,0,0,9,9,0,0,0,0,7,0,5,0,0,0,0,0,19,1,3,0,5,0,0,0,396,0,0,70,3,90,1,0,0,21,71,237,0,5,0,0,0
"Otu355",0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,25,0,3,0,0,39,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,19,4,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"Otu666",15,0,9,0,0,1,26,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu15",0,1,3,3,92,0,0,8,8,220,75,0,0,54,51,0,24,0,0,71,0,11,0,0,0,13,71,136,0,0,0,88,0,0,5,0,0,152,0,33,0,0,0,0,681,0,13,22,3,104,151,123,0,58,0,23,6,1696,64,65,0,0,0,21,806,0,47,0,347,0,141,0
"Otu330",3,0,0,0,0,0,0,0,6,0,79,0,4,0,0,0,12,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Otu339",0,0,0,49,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0,1,197,0,0,3,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu688",0,5,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"Otu679",0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu790",1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu612",0,0,0,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,1,0,0,6,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,0,1,4,1,1,0,0,0
"Otu200",18,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,12,0,0,8,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,367,0,0,0,0,0,0,10,16,0,0,0,0,0
"Otu282",7,0,5,0,1,1,34,0,0,0,0,0,6,0,0,1,1,4,0,0,27,6,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,9,242,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu152",22,0,195,1,0,7,0,0,8,2,34,4,6,0,1,0,12,8,3,3,0,196,57,0,57,56,2,10,0,16,8,0,65,0,8,0,32,0,4,0,0,0,0,0,3,0,5,0,6,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu18",110,0,0,0,0,0,0,0,135,0,47,0,288,124,0,0,0,0,0,0,0,0,0,0,0,156,650,2,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,241,0,0,0,0,0,0,0,0,0,1346,91,0,0,0,0,0,0,0,0,0
"Otu893",1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu611",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,5,2,1,0,1,0,0
"Otu19",0,0,11,1,73,0,0,14,25,133,0,15,41,60,27,4,0,32,380,11,0,5,61,66,340,0,21,22,98,21,0,191,93,0,122,0,40,373,0,6,147,174,0,1213,0,0,51,0,53,38,80,167,381,254,520,53,268,1121,0,0,0,1377,51,0,891,0,427,0,0,778,1296,0
"Otu302",4,2,0,3,0,0,0,4,0,0,0,2,0,0,2,0,0,0,18,0,3,0,0,2,0,16,2,0,1,0,1,17,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu115",0,0,0,0,0,3,34,0,0,0,0,65,0,0,1,4,49,0,0,0,0,0,0,0,0,0,361,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,99
"Otu194",0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,2,0,13,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,34,0,5,0,85,0,0,4,0,10,0,0,2,0,0,0,0,0,0,0,0,0
"Otu285",5,0,0,0,91,0,0,0,0,0,0,0,0,3,2,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,33,0,0,0,0,0,0,0,0,5
"Otu17",160,0,22,25,141,301,2,0,26,25,339,89,564,0,0,0,75,98,0,125,9,350,0,14,0,66,0,187,1,0,12,0,0,0,0,9,40,24,144,34,0,0,3,461,0,0,39,0,0,47,0,29,180,217,0,64,24,188,118,8,0,0,44,204,0,55,62,0,184,0,293,0
"Otu658",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu118",195,66,329,0,0,9,0,48,116,24,67,24,39,31,0,25,71,14,13,0,46,1,43,50,0,135,19,73,15,0,0,72,100,18,31,9,76,118,0,23,0,0,0,0,0,31,14,14,0,22,0,0,91,71,0,25,0,0,0,32,4,0,0,2,0,0,0,0,0,0,0,0
"Otu141",0,3,0,7,23,0,0,0,0,63,0,0,0,47,15,0,44,0,0,6,0,0,44,0,1,4,0,0,0,0,11,0,0,0,41,2,12,0,0,24,0,0,0,1,2,20,44,4,0,16,0,0,0,0,0,0,7,19,0,0,0,0,67,0,0,0,0,0,0,0,0,0
"Otu794",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"Otu69",35,113,53,49,0,7,25,0,80,33,92,113,56,30,22,27,81,7,0,43,29,111,45,77,17,20,32,52,48,0,20,55,145,0,0,44,187,0,111,39,70,0,5,0,263,52,26,32,36,6,105,0,182,25,6,60,77,240,122,0,0,71,0,29,162,75,107,168,0,0,79,63
"Otu278",2,0,0,4,0,0,0,6,15,26,2,0,18,38,0,0,0,1,0,6,0,0,53,0,0,0,2,0,1,0,0,13,0,2,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu68",0,0,1,0,0,156,16,74,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,49,0,0,0,0,68,0,47,0,0,0,434,0,0,0,0,124,0,803,76,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Otu402",0,3,0,0,0,2,5,0,0,1,0,0,4,1,0,0,4,0,2,6,0,6,6,0,15,19,0,0,3,5,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu176",4,115,0,0,0,0,47,0,0,0,0,0,0,22,13,15,43,0,11,0,0,0,0,22,0,0,0,189,0,0,0,19,0,0,0,0,0,0,37,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,89,0,20,0,0,0,56,0,0,0,0,0,0,0,0
"Otu261",0,0,1,0,0,0,0,0,1,1,3,0,6,0,0,0,2,3,0,0,0,2,0,0,32,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,6,22,0,0,0,1,0,1,6,0,0,3,0,2,1
"Otu223",2,0,18,0,0,0,0,2,4,3,22,0,1,4,3,0,0,0,2,3,0,0,0,5,13,0,0,3,0,0,4,0,0,0,6,0,0,0,16,0,0,0,0,81,2,22,3,0,0,0,0,3,18,0,0,14,0,0,0,4,0,18,0,5,0,0,0,7,0,1,0,0
"Otu581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu260",0,0,3,0,7,0,0,0,0,0,1,0,24,0,3,0,3,6,0,0,0,0,0,0,3,0,0,3,0,6,1,0,0,0,3,0,0,0,73,0,0,0,0,0,0,0,4,0,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu784",2,3,5,0,0,0,0,49,0,0,0,0,0,2,3,0,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu897",0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu608",2,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu448",0,10,3,0,0,1,1,2,0,2,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
