"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00503",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00151",2,0,0.01,0.01,1,13,0.01,0,0.95,1,0.06,0.01,115,0,0,0,0,4,0.49,105,2,2,12,0,0.06,12,0,0,0,0.01,0,0.02,1,0,0,0,0.01,0,0,0,0,0,2,0,0,0.02,0,0,0,0,0,0.18,0.01,0.02,43,0,7,0,0,0,85,0,0,2,0.1,0.1,0,0,0.05,0,0.03,4.11,0,0,0.01,1,0.37,0.89,0,0.01
"Otu00389",0,0,0,0,0,0,0.01,0.06,0,0,0,0.01,0,0.03,0,0,2,0,0,0,0,0,0.01,0.35,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0,0,0,0,8.44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0.05,0,0,0
"Otu00212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00539",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00053",1,3,7,0,2,0.66,0.01,0,0.04,0,0,0.4,0.01,0,0.01,0,0,0,14,0.04,0.84,0,0.01,25,1,0,1,0.01,0,1,0,21,0,0,0.01,0.04,0,0.01,0,0,0,0,0,0,0.02,0,0.03,0.06,0,0,0,0,0,0,4,0.05,0,20.06,0,0,0.03,0.01,0,34,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0.01,0,0,0
"Otu00213",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00251",0.02,0,0,0,0.02,0,0,0,0,0.01,2,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.02,75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0.01,0.01
"Otu00190",0.09,1,0,0.05,0.01,0,5,1.02,0.01,12,1,0.01,0.77,6,0.01,0.29,1,0,1,0.01,0.03,0.01,0,1.01,0.03,0,0.05,0,1,0.01,5,3,2,9,0,1,0.44,0,1,2,0.33,0.03,0,4,0.02,1,0,0,0.47,3,0.08,0,4.62,5,0.06,0.03,0,0.02,0.19,1.37,0.59,0.01,1.78,0.01,0,2,7,0,0.1,0.18,0.11,5,0,0.48,0.01,1,1.06,0,1.14,1
"Otu00229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02,0,0,0,0,2,0,0,0.04,0,0,0,0,0,0.03,0,0,0,1,0,0,0,0.02,0,0,0,0.46,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00018",0,0,0,0,0.01,27,0,0,0,0.9,0,0.26,0.01,0,0.02,0.05,0,0,0,0,0,0.02,0,0,210,0,0,111,0.16,0,0,0.01,0,0.15,0,0.05,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Otu00431",0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu00511",0,0,0.01,0,0,0,0,0,16,0,0,1,0.02,0,0.02,0,0,0.08,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0.11,0,0,0,0,0,0,0.07,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Otu00524",0,0,0,0.02,3,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1.4,0,6,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00142",0,0,0.05,0.02,0.03,0.05,0,159,0,0,0,49,0.06,0.03,0.1,0,0,0,0,0,0,0,0,0,308,0,0,0,0.01,0,0,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00257",0,0,0,1,0,1,0,1,2,13,0.06,0,0,41,0,0,0.01,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0.02,0,0.01,0,0,0,0,0,1.36,0,0,0,0,0.14,0,0,0,0.01,0,0,0,0,0,0.21,0,0,0,0,46,0,0.02,0.04,0.18,7,0,0,0,0,0,0.03,0,0,0.01
"Otu00076",0,0,0.01,0,1,0,0,0,0,2,0.03,0,0,0,22,0,0,0,0.28,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,3,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,2,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0
"Otu00363",0,2,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,1,1,0,0.01,0,0,0,0,14,0,0,0,0.02,0,0,0,0,0.01,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.07,0,0.04,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,14,0.09,0,0,0
"Otu00031",0,0,0,304,0,0,0,33,0,362,1.39,0,0.02,1.48,0.06,0.61,0.08,55,0,14,0,0,0.01,0,0.33,0,92.62,0,0.02,0.41,0,0,0,4,0,12.87,0,99,0,0,0,0.05,0,0,22,815,0,227,0,0,0.01,1.79,7.65,279,0.16,0,0.39,0.28,0,1,0.24,0,39,0,0,0.22,0,304.86,0,0,0.31,0,0.08,0,0,0,0,0,0,0
"Otu00223",7,0,0.01,0,0.04,0.17,1,0.05,0,0,6,0.01,0.01,0.02,0,0,1,0,0,1,0,0,0.01,6,0,0,101,0,0,0,0,0,0.01,0,0,0,0,0,0.1,1,0.02,0,0.01,0,18.24,0,45,0.01,0,0,0,0,0,0,6,0,0.07,0.26,0.01,1.21,0.42,0,0,0,0,0.01,0,0,0,0,0,0.05,88,0,0.05,0,0.04,0,0.01,0.01
"Otu00246",0,0,0,0.3,2,0,0,0,0,0,0,0,0.02,0,0,0,0,0,5.44,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0.07,0,0,0,0.03,0,0,4,0,0.01,0,0,0,0,0,0.1,0,0,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Otu00409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00207",2,0,1,0.26,0.41,18,2,0.05,4,0.01,9,0.44,0.01,0.02,0.01,8,1,2.99,0,3,0.01,0,14,2,1,0,5,0,0,0,0.21,1,0,7,0,0,0,0.83,0.66,0,2,0,0.01,1,0.35,0,33,1,0,0,3.86,0,8,0,1,0,4,0.36,0.93,0,2,0,7.41,1,0,8,0,1,0.1,0.65,0.37,1,0.16,0,1,0,0.47,1,4,0.39
"Otu00028",3,0,0.04,7,5,0.05,44,21,52,0.06,0,37,324,4.88,1.36,9,2,459,79,0,19,0,0,0.09,0.1,1,0,0.05,0,21,0,0,0,3.31,0,32,0,7.38,3,1,101.38,2,0,0,0,0.43,0,0,0,0,41,17,0,0,0,0,0,0.17,0.07,0.13,0,0,0,0,0,0,0.01,0.05,5,0,0.46,0,0,0,0,0,1,3,0,0
"Otu00307",0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu00062",0,0,0,0,42,0,0,0,0,0.6,0,0,0.01,0.01,0,0.04,0,0,7.69,0,0.2,0,0,0,0.03,0,0,0.02,0,3,0,0,0,0.05,0,0.01,0,2,0,0.01,0,0,0,0,0,3,0,0.1,0,0,49,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00061",2,0.12,0,0,8,0.28,0.07,0,1.42,0,0,0,0,2,0,0,0.01,0.08,1.77,5,3.53,0.01,4,0,0,8,0.69,0,0,0,2,0,1,1.1,0,0,0.01,0,0,0,0,0,0,1,0,0,2,0,2,0,7,0,0.02,0,2,0,162,0,0.01,0,10,0,0,1.25,1,30,0.46,0,1,2.28,0,7,0,0,0.01,0.01,0.47,0,0,0.01
"Otu00430",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00681",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00292",11,0,0,1,4,2,3,0.01,0,0,0,0,0.02,0,0,1,0,0,0.96,0.02,0.06,1,0,0,0.04,0,5.18,0,0,0,0,4,0,0.01,0,0.01,0,0.08,0.07,0,0.48,0,0,0,0,0,5,1,0.06,0,0,0,1,0,2,0,0,0.01,0.14,0,0.02,0,0,0,0.01,0,1,0.03,0,0,0.04,1,0,0.09,0,0.01,0,0,0,1
"Otu00017",69,72,9,97.48,43,3,2,3,113.22,3,22.26,42,40,60.83,1.4,531,4,29,17.45,269,62,2,245,662,1,0.35,884,18,3,5,55,86,3,119,58,0.07,167,8,3,155,72,0.03,5.05,1545,2869,18,6,9,490,1,7,52,1,603.08,150.06,57,181,150,4,26,0.19,124,17.19,76.14,6,250,63,7,0.01,2,114,0.52,153.76,87,0,29,0.3,6.07,3,1
"Otu00263",0.08,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0.02,0,0,0,0.01,0.01
"Otu00341",0.03,4,0,0.01,0.01,0,0,10,0,0,6,0.02,0,1,1,0,6,0,0,0,0,0,0,0.03,0,0,0,1,0,0.03,0,0,0,0.01,0.01,0,0,0,0,0,0,0.02,0.01,0.01,0,0.03,0,0,0,0,1,0,0,0,0,0.06,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0.37,0,0.01,0.01
"Otu00714",0.02,0,0,0.04,0,0,0,0,0,0,2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,2,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0.01
"Otu00598",0,0,0.01,0,0,0,0.01,0,0,0,0,1,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,1,0,0,0.02,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00010",17,7,2,98,105,119,11,1,4,260,11,0.26,0.03,1.28,0.24,21,10.97,48,43.57,1351,103,33,108,2,7,16,74,9,3,188,0.87,547.41,145,517,0.09,0.25,0,3,797,5,30,0,10,4,2,17.07,27,6,3,38.54,49,2.34,38,0.58,668,3,291,5.55,12,4,44,0.01,3,190,4,4,0.01,517.24,110,27,32.58,24,132.89,0,80,0.01,52,77,7,300
"Otu00032",1,0,0,74,258,2.3,1129,2,1.23,35,0.31,4.4,1002,4.36,0,91,0,0,2,0,125,0,0.01,459,3,1.31,0.04,0.01,2,2,0,0.04,64,0.01,0,32,0,46,18,4,503,2.44,47,0,0.08,24,0,1.1,0,28,0,0,0,0,0.01,0,0,246,12,0.47,0.02,0,0,0.01,0,0,0,128,0,0,31,195,0,0,0,0,0,0.52,0,0
"Otu00420",0,0,0,1,0.04,0,1,0.01,0,0,0.06,0,0.01,0,0,0.01,0,0,0,0.02,0,0,0,0.04,0,0,3,0,0,0,0,0,0,0,0,0.01,0,1.47,0.3,1,0.02,0,0,0,3,0,3,0,0,0,0,0,0,0.46,1,0,0,0,0.01,0.13,0.02,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,1,0
"Otu00411",6,0,0.01,0,1,1,0.01,0,2,0,1,1,0.02,0,1,0,0,0.37,0.31,4,0.08,0,0.02,15,0.2,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0.05,13,0.65,0,1,2,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"Otu00761",0,0,0,0,0.01,0,1,0,0,1,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0
"Otu00152",0,0,0,0,0,4,0,0.01,0,21.77,0,0,0.02,0,0,0.37,0,0,0,0,0,0,0,0,5.43,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00025",350,51,3,10,6,6,26,497.39,64,1268.3,26,3,29,1.23,4,70,3,483,2,2,620.32,82,7.91,95,6,13,14,0,13,2.3,6,138,0.27,791,7.83,11,26,1,3,2.17,6,3.25,2,2,0.7,27,2,6.07,288,33,65,51,170,164,8,0.58,7,179.36,2482,0,135,219,49,149.46,152,2,28,6.17,4,106,201,1.06,0.38,87,9.12,238,19,1,36,16
"Otu00034",247,34.75,24,1.71,32,30,247,121,84,29,154,66,5,5,550.98,2,5,221,71,21,141,221,45,377,42,74,68,0.36,9,0.03,131,65,16.16,127,5,8.45,170,4.7,1.68,0.01,10.15,1,10,57,201,4,90.54,0.23,30,110,278,14,404,131,633,34,304,69,423,0,445.7,7.41,108,409,166.35,3,253,3,2,36,36.99,1,3,10.13,25,9,217,82.82,186,6
"Otu00325",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00157",0.32,0,1,0.03,0,0,0.03,0,0.01,0,0,6,10,8,2,0,0.01,0,1,0,0.01,0,3,0.03,0.02,0,25,0.02,0,4,0,0,0,0,1,0.01,1,2,0,0.01,0,0.01,0,0,0.59,0,0.5,7.95,0,0,0,0,0.01,0.11,0,0.02,0,0.08,0,0,0,0.21,0,0,0,0,0,1,0.02,0,0,0,0.62,0,0,1,0.02,0,0,0
"Otu00422",3,0.01,0,0,1,0.35,0,0,0.01,0,0,0.05,0.01,0,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00027",91,216,0,15,1.58,26.91,0,0.38,0,2.92,2,0.04,0.21,0.05,0.01,3,0.14,0.01,0.01,0.03,0,0,304,0,4,0,0.01,2,0.06,39.33,0,0,73,156,0.77,34,0,49,0,0.4,0.04,3,2.49,0.34,0,18,0,1.05,0.06,0,8,0,6.66,0,0,200,0,0.03,0.14,0,0,0.02,1.7,0,0,0,1,156.17,0,0,7,0.01,0,0.09,0.02,0.08,0.01,0,2,0.01
"Otu00604",0,0,1,0,0.01,0,0,0,0,0,0,1,0.02,0,0.02,0.01,0,0,0,0,0,4,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
"Otu00396",0,0.01,0,6,0.01,1,2,2.42,0,0,0,0.01,0.07,0.04,0,0,2,0,0,0,0.04,2,0,0.06,0.04,0,0.01,0,0,0,0,0.02,0,0,0,3,0,2.72,0.02,0,0.03,0.01,0,0,0.02,0.01,0,0,2,0,0.01,0,0,0,0.01,0,0.07,0,0,0,0,0,0,0.04,2,0,0.01,1,0,0.01,0,0,0,0,0,0.01,0.05,0,0,0.01
"Otu00302",0.01,0,0,0,0,0,0.01,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00392",0,5,3,0,0,0.01,0,0,7,0,0,0.23,0,0,0,0,0,0.06,0,0,0,0,0,0,2,0,0,0.01,0,1,0,0,0,0,2,0,0.02,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.03,0,0,0,0,4.33,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00496",1,0,0,0.01,0.03,0.02,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu00071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
